O_10,O_100,O_200,O_300,O_400,O_500,N_10,N_100,N_200,N_300,N_400,N_500,P_10,P_100,P_200,P_300,P_400,P_500,Si_10,Si_100,Si_200,Si_300,Si_400,Si_500,Sal_10,Sal_100,Sal_200,Sal_300,Sal_400,Sal_500,T_10,T_100,T_200,T_300,T_400,T_500,Den_10,Den_100,Den_200,Den_500,Den_1000,Depth_27.1,Depth_27.3,Depth_27.6,Depth_27.9,MLD_Sum,MLD_Win
315.29175,312.11719,287.28105,249.63481,228.50756,212.59564,19.94593,22.60675,27.74748,31.21956,32.28226,33.04037,1.46228,1.68203,1.89024,2.13778,2.23755,2.32945,5.90063,12.38776,19.73445,30.18699,41.87339,51.08224,33.80533,33.8503,34.04379,34.17019,34.26925,34.35648,4.87827,3.84288,2.52819,2.46774,2.43402,2.4468,26.834785,27.005276,27.340049,27.636471,27.87795,116.70341,183.3637,440.45648,1010.0874,61.256,
335.087,334.30216,241.5729,192.56035,188.78977,184.28829,24.27339,24.90574,32.32669,33.94719,33.67719,33.37161,1.51181,1.59875,2.13645,2.2295,2.23323,2.19655,18.06103,20.53243,56.50971,67.86807,73.79256,77.7861,33.83832,33.89438,34.29474,34.49691,34.57482,34.62495,2.81983,1.51344,1.34024,1.86948,1.95284,1.97573,27.049547,27.255719,27.616989,27.864508,28.01986,41.82834,106.90808,195.19307,527.81723,73.614,
331.14912,331.16317,249.09633,199.06889,192.60176,186.74193,23.75009,24.59579,31.69797,33.69551,33.68177,33.43776,1.4719,1.57681,2.09114,2.21046,2.22664,2.20371,14.92548,17.23352,50.94124,62.68463,69.3914,74.05252,33.82749,33.88449,34.23349,34.43653,34.52482,34.58792,3.35683,1.98061,1.51207,1.95503,2.05295,2.08465,27.007161,27.210873,27.566775,27.828097,27.99528,63.83534,116.83652,220.73129,619.31014,72.3,
314.62493,315.94055,270.75171,230.64163,214.86972,207.3594,21.06668,23.29482,28.49356,31.78759,32.81222,33.23891,1.3204,1.51261,1.88811,2.0839,2.14021,2.19821,6.00706,9.36363,31.63832,41.82241,48.8605,56.13658,33.79202,33.84527,34.06208,34.17446,34.2646,34.34835,5.61647,4.33075,2.71597,2.59168,2.53237,2.53351,26.809628,27.061329,27.381641,27.671233,27.89014,108.32556,161.77374,382.14916,953.86723,62.858,
252.99428,252.10649,256.43301,262.90781,264.81653,258.80137,2.09292,10.30125,19.69128,25.25056,26.46846,28.12377,0.34299,0.98984,1.41784,1.66862,1.72556,1.87277,1.45009,4.1509,8.62152,12.52123,14.4892,20.46202,34.44576,34.6288,34.36145,34.20924,34.16927,34.17061,16.06216,9.66471,6.59708,4.94603,4.27475,3.94164,25.330721,26.768981,27.08274,27.317917,27.59573,207.16582,455.6372,989.63875,1735.0506,21.406,46.731
263.26769,263.04113,265.9171,266.11426,272.03434,265.81077,4.55004,13.74262,23.64466,24.78931,26.25635,27.84053,0.57326,1.05972,1.53188,1.73663,1.87387,1.90708,0.99919,4.25747,8.09422,11.96474,14.99417,19.11373,34.43439,34.48076,34.31693,34.17802,34.16047,34.16986,13.59269,8.4104,6.03864,4.52181,3.95901,3.49138,25.852077,26.882154,27.142211,27.355167,27.63727,170.16094,403.2947,906.14537,1599.212,28.597,48.879
280.96874,269.93008,266.84339,246.37584,243.93674,247.47809,9.78057,12.58752,16.20756,19.82907,24.1979,26.059,0.84739,1.03827,1.23783,1.40073,1.64064,1.80964,2.05539,3.92156,5.79086,7.62177,11.51861,15.7182,34.2395,34.39162,34.4173,34.36197,34.27183,34.21865,10.61988,8.85319,7.58814,6.59391,5.39945,4.56265,26.290478,26.735912,27.000552,27.267801,27.58709,287.33458,534.71899,990.61487,1650.8666,48.882,
291.94399,287.49052,281.19062,262.7026,258.21726,256.49367,15.57659,18.08921,22.03938,25.48945,27.78934,28.68707,1.12817,1.34835,1.49578,1.71425,1.8799,1.97599,0.98444,4.10841,6.78362,11.00252,16.53394,21.72166,33.94711,34.0871,34.19507,34.19448,34.17377,34.18431,8.17894,7.03037,5.4446,4.6534,3.93223,3.54077,26.47321,26.797275,27.109521,27.358305,27.67019,192.99179,390.72628,854.85265,1549.078,60.211,
277.44209,275.75177,266.88698,255.33434,245.68724,246.1187,8.10047,12.4847,15.19179,21.99559,25.77826,28.28256,0.63865,0.9277,0.90281,1.41535,1.52429,1.87607,1.13302,3.35117,6.23857,9.60099,12.88892,20.044,34.39282,34.58813,34.56026,34.41768,34.28505,34.21312,11.55054,9.95919,8.62464,7.28553,5.84718,4.90141,26.225342,26.725467,26.957188,27.276093,27.57839,298.6548,521.58171,1005.697,1707.8355,51.636,
275.03556,272.23359,264.9897,254.56686,246.15268,247.22192,6.99728,11.24177,13.80263,20.29874,25.37301,27.89372,0.60108,0.87867,0.81304,1.36832,1.49669,1.8682,0.94066,3.15179,5.82221,8.51747,12.46865,18.8491,34.49274,34.65438,34.61557,34.46714,34.31841,34.2284,12.02328,10.51436,9.04041,7.63664,6.11372,5.09553,26.188322,26.718325,26.953185,27.270603,27.5668,303.0111,529.40511,1022.5972,1722.6341,47.193,
264.96726,257.14208,252.41447,246.43142,244.7823,250.15597,4.19675,7.09833,10.34902,14.79079,21.50111,24.85972,0.49075,0.69723,0.89612,1.21629,1.63359,1.78654,0.40352,2.02647,3.77187,5.31216,9.84398,12.73916,34.78363,34.88555,34.82057,34.66057,34.46833,34.29832,13.88822,11.376,10.21787,9.04102,7.44828,5.9515,26.023091,26.670199,26.90567,27.206417,27.52181,374.58172,630.38461,1115.1724,1778.2014,34.01,
274.6371,264.81984,259.45789,252.44996,249.12631,258.58874,6.84173,9.72458,14.69705,19.22825,23.4717,25.81598,0.64264,0.85193,1.14078,1.42286,1.71391,1.79328,0.55548,2.17645,5.39918,7.47618,10.95785,13.63059,34.44546,34.60426,34.50859,34.35449,34.24752,34.19344,12.04807,9.62758,7.94426,6.46799,5.34882,4.55113,26.170905,26.760761,26.996733,27.260258,27.57377,289.0568,551.80331,1022.052,1706.2625,33.326,
281.14392,271.79805,262.6176,253.69947,249.56493,257.08267,9.2652,11.76399,17.39517,22.11001,25.31041,27.00537,0.74236,0.94644,1.27049,1.56831,1.80275,1.85158,0.74144,2.58333,7.24544,9.98387,13.70664,16.77815,34.18008,34.33159,34.29305,34.211,34.1763,34.17275,10.1579,8.04119,6.08928,4.87947,4.18152,3.7336,26.308996,26.83518,27.088406,27.324668,27.63132,205.13897,445.44053,932.04093,1618.1262,37.323,
256.93887,237.87292,235.51678,231.70125,227.13711,217.5464,5.34207,9.97608,12.42544,15.30729,18.72128,20.7972,0.45383,0.72274,0.96146,1.09334,1.29929,1.47805,2.33972,4.73103,6.81755,7.88331,11.08091,15.2205,35.16869,35.00914,34.83873,34.69528,34.60437,34.50742,15.67144,12.60402,10.91258,9.31991,8.22806,6.97977,25.926747,26.525866,26.760438,27.185489,27.56913,406.77863,614.45356,1035.6295,1654.7625,38.879,
270.82635,255.41051,254.78193,238.13225,228.30061,227.17539,8.97124,11.93166,15.02035,18.37286,21.72022,24.79807,0.68948,0.91793,1.13942,1.24005,1.43598,1.64002,1.57871,3.61113,5.98833,8.1224,12.02874,16.2228,34.55606,34.69866,34.59303,34.51498,34.43978,34.38178,12.50763,10.22362,8.87993,7.97425,6.77642,5.85009,26.185569,26.680785,26.879937,27.236221,27.59094,341.99625,566.6821,1003.0075,1612.7234,38.089,
282.91328,280.81229,275.35617,245.8521,236.14089,236.89397,13.14838,16.54284,18.53322,22.43198,25.05501,27.50754,0.9627,1.10931,1.34258,1.45893,1.61811,1.77944,0.71325,3.00681,7.27366,10.24741,15.77013,19.98304,34.00249,34.11416,34.18326,34.30945,34.27093,34.2388,9.70495,7.4592,6.37234,6.09162,5.19589,4.39903,26.330464,26.741048,26.966821,27.311755,27.65515,277.76046,469.68229,907.04115,1516.1278,31.773,
287.59493,289.79294,279.25112,249.19274,239.17906,238.44631,14.66242,18.22272,20.00285,23.71719,25.99901,28.16507,1.04931,1.18245,1.42419,1.56061,1.69369,1.84564,0.80105,3.08345,8.30554,11.86497,18.13872,22.33524,33.90127,33.96907,34.08953,34.23281,34.23112,34.22128,8.75255,6.74449,5.64923,5.45518,4.69875,4.0578,26.38362,26.759787,27.004097,27.348846,27.68709,253.18831,425.50771,859.07822,1461.6747,42.237,
270.92713,272.11104,268.03406,268.85557,264.17527,264.27021,5.81416,12.72155,15.36252,16.81368,18.12791,20.68584,0.50743,0.73923,0.93916,1.10145,1.28776,1.29374,2.10709,3.30753,5.35357,5.7017,8.8133,11.9971,34.33005,34.33809,34.38806,34.38337,34.35084,34.31068,13.76939,7.85699,7.38994,7.19072,6.86772,6.26379,25.852294,26.830472,26.987533,27.090258,27.51491,476.26996,743.16616,1101.8592,1739.6341,26.129,82.123
264.126,257.19014,255.63783,257.90281,255.53225,262.50799,2.8934,10.86794,14.18488,15.59797,17.97102,21.1366,0.35547,0.67053,0.82715,1.03338,1.20217,1.08938,2.31227,3.05215,4.69472,5.27159,7.62183,10.92962,34.52801,34.58548,34.56948,34.50992,34.46228,34.40941,14.56906,9.79623,8.80494,8.14138,7.68241,7.12639,25.736073,26.730783,26.92501,27.060284,27.45282,512.00781,801.19793,1169.6775,,25.217,76.884
255.67118,246.47407,243.37557,238.45261,238.65313,238.16284,1.61069,7.82644,11.86077,15.88175,18.27035,19.73227,0.21282,0.70908,0.87438,1.13128,1.32405,1.45842,1.20724,2.02101,3.4756,4.61417,6.25103,7.96098,34.83647,34.91406,34.80946,34.69673,34.58402,34.50288,15.04925,11.56259,10.40161,9.56183,8.76575,8.0426,25.84246,26.680983,26.843304,27.015355,27.2713,668.53958,1033.1634,1425.495,1997.297,22.794,152.668
265.53474,266.61619,262.92526,263.15877,271.07676,254.33907,4.4475,10.80426,13.20142,18.78916,19.47053,19.02676,0.30982,0.83399,1.0181,1.3302,1.6045,1.75231,1.07564,2.09187,3.90573,4.76983,6.60187,8.26919,34.49692,34.52691,34.51435,34.46486,34.41932,34.37563,14.01538,9.0015,8.11704,7.6307,7.2133,6.72685,25.857644,26.798911,26.941108,27.095073,27.45657,478.19524,781.42386,1182.0829,1828.1057,25.564,150.511
276.86863,272.90287,263.29991,267.84954,276.46529,264.2506,8.66723,12.49463,15.41231,20.58692,19.14403,19.34941,0.5096,1.02049,1.14202,1.49109,1.69941,1.82716,0.97035,2.55197,4.35565,5.36754,6.76682,7.64789,34.19827,34.26023,34.28423,34.25611,34.24777,34.26108,11.01865,7.67154,6.7173,6.10674,5.66282,5.15432,26.184457,26.84424,26.994231,27.15893,27.58418,375.25985,664.50859,1012.5452,1623.0732,26.84,227.672
272.10311,274.91985,274.25643,271.3405,265.18473,261.03127,6.54959,15.2853,18.89957,16.94589,18.57954,23.08757,0.66104,0.85636,1.02112,1.0823,1.27313,1.45803,2.05759,2.62699,5.53817,5.49612,9.70456,14.88824,34.30191,34.36616,34.38491,34.40066,34.35843,34.31882,13.10414,8.63472,7.5329,7.31821,6.93956,6.433,25.876234,26.788521,26.996256,27.099596,27.49377,475.36214,755.24122,1149.1173,1777.2436,13.042,29.394
279.59636,279.42993,272.37588,274.04675,272.44355,264.80081,11.25738,14.24265,15.77778,20.54608,19.26896,18.08331,0.54581,0.91261,1.05129,1.38044,1.54849,1.57851,1.80375,3.96302,6.24244,7.25691,10.26685,9.52351,34.21538,34.30672,34.37646,34.34514,34.3105,34.29288,10.02481,7.65398,7.36942,6.93937,6.37512,5.8855,26.260532,26.869269,26.99897,27.153961,27.56509,389.09514,663.65399,1032.0372,1496.18,32.546,237.222
314.62485,315.64179,261.30489,221.68944,207.13758,197.69784,23.51206,28.66007,34.01825,35.0443,34.76364,34.43066,1.43152,1.74943,1.91659,2.21102,2.21979,2.0527,6.55459,13.91624,32.08911,41.27101,54.55738,55.56378,33.80923,33.90119,34.19139,34.36857,34.48237,34.54641,4.69854,2.29055,1.71051,2.24751,2.34696,2.27126,26.851902,27.185297,27.469629,27.733513,27.92295,85.33488,134.15164,313.25319,843.92962,40.962,58.255
274.8097,266.56804,256.71403,247.82795,251.87681,236.57389,7.63274,13.1743,15.34903,16.65534,18.85959,21.56037,0.68218,0.93859,1.03121,1.26997,1.32601,1.48668,2.22699,3.19228,6.90356,8.6709,8.64053,13.76068,34.49922,34.57533,34.60693,34.5593,34.53143,34.4974,11.00587,9.9821,9.18951,8.53555,8.2361,7.91599,26.350672,26.6653,26.903221,27.017425,27.3986,674.14081,897.00363,1270.8488,1844.86,38.551,264.446
279.3221,272.65645,261.39351,250.72304,250.99044,233.9117,9.51671,14.17819,16.84806,18.2216,20.17668,22.81987,0.76435,1.00303,1.06341,1.31904,1.36097,1.55356,2.13389,3.45448,7.03546,8.65066,9.57096,15.40456,34.41593,34.50758,34.57056,34.52862,34.50734,34.47064,10.41865,9.59581,8.94924,8.41591,8.14817,7.78784,26.426281,26.689933,26.918897,27.042082,27.42087,596.23464,876.70858,1241.1324,1813.2553,53.625,247.707
259.34058,261.0638,259.05744,259.04322,266.5567,254.93238,2.83644,10.71117,13.16465,17.34189,19.33758,18.79598,0.25857,0.66361,0.99477,1.16753,1.4282,1.41284,1.97918,3.23018,5.3172,5.94293,7.38741,8.65568,34.41848,34.42603,34.4343,34.40496,34.38311,34.3571,14.59146,8.6355,7.75913,7.3893,7.05195,6.59828,25.700174,26.766442,26.926249,27.069389,27.4849,503.93952,775.35138,1125.0669,1762.3731,,109.239
