Acanthodesmia_viniculata,Acanthosphaera_spp.,Acrobotrys_teralans,Actinomma_antarcticum,Actinomma_boreale,Actinomma_leptodermum_s.l.,Actinomma_medianum,Actinomma_sol,Actinomma_spp.,Actinomma_trinacria,Amphiplecta_acrostoma,Anomalocantha_dentata,Antarctissa_denticulata,Antarctissa_strelkovi,Stichopilidium_kruegeri,Anthocyrtidium_zanguebaricum,Arachnocorys_umbellifera,Archipilium_orthopterum,Artobotrys_borealis,Artostrobus_annulatus,Artostrobus_joergenseni,Botryocephalina_armata,Botryocyrtis_scutum,Botryopyle_inflata,Botryostrobus_aquilonaris,Botryostrobus_auritus/australis,Callimitra_spp.,Carpocanarium_papillosum,Carpocanistrum_spp.,Cenosphaera_cristata,Cenosphaera_perforata,Cenosphaera_spp.,Ceratocyrtis_histricosa,Circodiscus_microporus,Clathrocanium_coarctatum,Corythospyris_stapedius,Collosphaerid,Cornutella_profunda,Corocalyptra_craspedota,Cubotholus_spp.,Cycladophora_bicornis,Cycladophora_davisiana_cornutoides,Cycladophora_davisiana_davisiana,Cypassis_irregularis,Cyrtopera_laguncula,Dictyophimus_crisiae/hirundo,Dictyophimus_infabricatus,Dictyophimus_killmari,Dictyophimus_macropterus,Didymocyrtis_tetrathalamus,Druppatractus_irregularis,Druppatractus_variabilis,Eucyrtidium_spp.,Heliodiscus_asteriscus,Hexacontium_enthacanthum,Hexacontium_gigantheum,Hexacontium_melpomene,Hexapyle_dodecantha,Hexastylus_spp.,Hymeniastrum_euclidis,Lamprocyclas_hannai,Lamprocyclas_maritalis_s.l.,Lamprocyrtis_nigriniae,Lampromitra_coronata,Litheliidae/Pyloniidae,Larcopyle_buetschlii,Larcopyle_pylomaticus,Larcopyle_weddellium,Larcospira_quadrangula,Larnacilla_typus,Lipmanella_bombus,Lipmanella_dictyoceras,Lirella_melo,Liriospyris_reticulata,Litharachnium_tentorium,Lithelius_minor,Lithelius_nautiloides,Lithocampe_?_furcaspiculata,Lithocampe_?_platycephala,Lithomelissa_setosa,Lithomelissa_laticeps,Lithomelissa_sp._A,Lithomelissa_thoracites,Lophophaena_buetschlii,Lophospyris_pentagona,Peridium_longispinum,Peripyramis_circumtexta,Peromelissa_phalacra,Phormospyris_stabilis,Phormostichoartus_corbula,Phorticium_clevei,Plectacantha_oikiskos,Pseudocubus_obeliscus,Pseudodictyophimus_platycephalus,Pseudodictyophimus_gracilipes,Pterocanium_praetextum_eucolpum,Pterocanium_charybdeum,Pterocorys_clausus/zancleus,Pylospira_octopyle,Rhizoplegma_boreale,Saccospyris_antarctica,Saturnalis_circularis,Schizodiscus_stylotrochoides,Sethoconus_tabulatus,Siphocampe_arachnea,Siphocampe_lineata,Spongaster_tetras,Spongocore_cylindricus,Spongopyle_osculosa,Spongotrochus_glacialis,Stichocorys_seriata,Stichopilium_bicorne,Stylatractus_neptunus,Stylatractus_spp.,Stylochlamydium_asteriscus,Stylochlamydium_venustum,Stylodictya_aculeata,Stylodictya_spp.,Stylodictya_validispina,Stylosphaera_spp.,Styptosphaera_spumacea,Tetrapyle_octacantha/stenozona,Theocorys_veneris,Theocorythium_trachelium,Tessarastrum_straussi,Triceraspyris_antarctica,Trissocyclidae,Trisulcus_triacanthus
0,0,0,5.811138015,1.452784504,1.452784504,0,0,0,0,0,0,0.242130751,49.15254237,0,0,0,0,0,0,0.242130751,0,0,1.694915254,0,0.242130751,0,0,0,0,0.484261501,0,0,0,0,0,0.242130751,0,0,0,3.389830508,0,3.389830508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.452784504,0.968523002,0,0,5.326876513,0,0,0,0,0,0,0,0,14.76997579,0,0,0,0,0,0,0,0,0,2.179176755,0,0.242130751,0.968523002,0,0,0,0,1.937046005,0.726392252,0,0,0,0,0,0.726392252,0,0,0.484261501,0,0,0,0,0,0,2.421307506,0,0
0,0,0,8.978328173,0.309597523,0.92879257,0,0,0,0,0,0,2.786377709,35.60371517,0,0,0,0,0,0,0.309597523,0,0,1.547987616,0,0.309597523,0,0,0,0.309597523,0.92879257,0,0,0,0,0,0,0,0,0,2.786377709,0,4.643962848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.238390093,0,0,0,0,0,0,0,0,0,0,1.547987616,0.309597523,0,0,2.476780186,0,0,0,0,0,0,0,0,17.95665635,0,0,0,0,1.857585139,0,0,0,0,1.238390093,0,0,0,0,0,0,0,4.643962848,1.547987616,0,0,0,0,0.309597523,3.095975232,0.309597523,0,0,0,0,0.92879257,0,0,0,3.095975232,0,0
0,0,0,6.615776081,1.272264631,0.254452926,0,0,0,0,0,0,2.798982188,46.5648855,0,0,0,0,0,0,0,0,0,1.272264631,0,0.254452926,0,0,0,0,0.508905852,0,0,0,0,0,0,0,0,0,2.290076336,0,2.03562341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526717557,0,0,0,0,0,0,0,0,0,0.254452926,2.544529262,1.781170483,0,0,0,0,0.763358779,0,0,0,0,0,0,11.95928753,0,0,0,0,0,0,0,3.562340967,0,2.798982188,0,0,0.254452926,0,0,0,0,3.816793893,2.03562341,0,0,0,0,0,1.781170483,0.254452926,0,0,0,0,0,0,0,0,2.798982188,0,0
0,0,0,5.015673981,0.940438871,0,0,0,0,0,0,0,4.07523511,48.27586207,0,0,0,0,0,0,0,0,0,0.626959248,0,0,0,0,0,1.253918495,0.313479624,0,0,0,0,0,0,0,0,0,1.567398119,0,5.642633229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313479624,0,0,0,0,0,0,0,0,1.567398119,0,3.761755486,0.940438871,0,0,8.150470219,0,0,0,0,0,0,0,0,5.956112853,0,0,0,0,0,0,0,2.821316614,0,2.821316614,0,0,0.313479624,0,0,0,0,1.880877743,0.940438871,0,0,0,0,0,0.626959248,0.313479624,0,0,0,0,0,0,0,0,1.880877743,0,0
0,0,0,0.62305296,0,0.31152648,0,0,0,0,0,0,8.722741433,59.81308411,0,0,0,0,0,0,3.115264798,0,0,0.31152648,0,0,0,0,0,0,0,0,0,0,0,0,0.31152648,0,0,0,0.62305296,0,4.361370717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31152648,0,0,0,0,0,0,0,0,0,0.31152648,4.049844237,0.62305296,0,0,8.099688474,0,0,0,0,0,0,0,0,1.246105919,0,0,0,0,0,0,0,0,0,1.869158879,0,0.934579439,1.246105919,0,0,0,0,0.31152648,0.62305296,0,0,0,0,0,0.31152648,0.934579439,0,0,0,0,0,0,0,0,0.934579439,0,0
0,0,0,1.763224181,1.763224181,0.503778338,0,0,0,0,0,0,16.87657431,48.11083123,0,0,0,0,0,0,0.503778338,0,0,0,0,0,0,0,0,1.763224181,0.251889169,0,0,0,0,0,0,0,0,0,0.503778338,0,3.274559194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.259445844,0,0,0,0,0,0,0,0,0,1.007556675,1.763224181,1.259445844,0,0,2.267002519,0,0,0,0,0,0,0,0,5.793450882,0,0,0,0,0,0,0,0.251889169,0,1.259445844,0,0.251889169,0.251889169,0,0,0,0,5.037783375,2.770780856,0,0,0,0,0,0.755667506,0,0,0,0,0,0,0,0,0,0.755667506,0,0
0,0,0,0.314465409,2.201257862,0.628930818,0,0,0,0,0,0,13.52201258,43.39622642,0,0,0,0,0,0.314465409,3.144654088,0,0,0,0,0,0,0,0,0.314465409,0.628930818,0,0,0,0,0,0,0,0,0,0,0,8.490566038,0,0,0.314465409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943396226,0,0,0,0,0,0,0,0,0,0.314465409,5.974842767,2.51572327,0,0,6.918238994,0,0,0,0,0,0,0,0,0.628930818,0,0,0,0,0,0,0,0,0,2.51572327,0,0,2.51572327,0,0,0,0,1.572327044,0.628930818,0,0,0,0,0,0.314465409,0.628930818,0,0,0,0,0,0,0,0,1.257861635,0,0
0,0,0,0,2.02020202,1.01010101,0,0,0,0,0,0,53.87205387,0,0,0,0,0,0,0.336700337,0.336700337,0,0,0,0,0,0,0,0,7.070707071,0.336700337,0,0,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0.673400673,0,0,0,0,0,0.336700337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.387205387,0,0,0.336700337,0,0,0,0,0,0.673400673,0.336700337,3.367003367,1.01010101,0,0,5.723905724,0,0,0,0,0,0,0,0,0.336700337,0,0,0,0,0,0,0,0,0,3.03030303,0,0,0,0,0,0,0,1.683501684,5.387205387,0,0,0,0,0,0,1.683501684,0,0,0,0,0,0,0,0,2.02020202,0,0
0,0,0,0,0.767263427,1.79028133,0,0,0,0,0,0,64.70588235,0,0,0,0,0,0,0,0,0,0,0.255754476,0,0,0,0,0,5.882352941,0,0,0,0,0,0,0,0,0,0,0.767263427,0,3.836317136,0,0,0.255754476,0,0,0,0,0,0.767263427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.813299233,0,0,0,0,0,0,0,0,0,0,1.278772379,0.255754476,0,0,4.347826087,0,0,0,0,0,0,0,0,1.023017903,0,0,0,0,0,0,0,0,0,2.557544757,0,0,0.255754476,0,0,0,0,1.278772379,5.882352941,0,0,0,0,0,0,0.255754476,0,0,0,0,0,0,0,0,1.023017903,0,0
0,0,0,0,2.727272727,7.272727273,0,0,0,0,0,0,6.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.63636364,0,0,0,0,0,0,0,0,0,0,0.909090909,0,2.727272727,0,0,0.454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,0,1.818181818,0,0,0,0,0,1.363636364,1.818181818,0.909090909,0.454545455,0,0,0.454545455,0,0,0,0,0,0,0,0,1.818181818,0,0,0,0,0,0,0,0,0,2.272727273,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,0
0,0,0,0,2.371541502,5.928853755,0,0,0,0,0,0,16.2055336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.33992095,0,0,0,0,0,0,0,0,0,0,0,0,0.790513834,0,0,0.790513834,0,0,0,0,0,0.395256917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347826087,0,0,2.766798419,0,0,0,0,0.790513834,2.371541502,5.138339921,0.790513834,0,0,0,4.743083004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.976284585,0,0.395256917,0,0,0,0,0,1.581027668,3.162055336,0,0,0,0,0,0,1.581027668,0,0,0,0,0,0,0,0,5.533596838,0,0
0,0,0,0,0.490196078,2.941176471,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2.450980392,0,5.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882352941,0,0,1.960784314,0,0,0,0,1.960784314,2.450980392,0.490196078,4.901960784,0.980392157,0,0,3.921568627,0,0,0,0,0,0,0,0,0.490196078,0,0,0,0,0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,2.941176471,4.901960784,0,0,0,0,0,0,0.980392157,0,0,0,0,0,0,0,0,4.411764706,0,0
0,0,0,0,0.442477876,3.539823009,0,0,0,0,0,0,10.61946903,0,0,0,0,0,0,0,0.442477876,0,0,0,0,0,0,0,0,59.2920354,1.327433628,0,0,0,0,0,0,0,0,0,0.442477876,0,1.769911504,0,0,0,0,0,0,0,0,0.442477876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.539823009,0,0,1.327433628,0,0,0,0,0,0.442477876,3.982300885,0.884955752,0,0,0,1.769911504,0,0,0,0,0,0,0,0,0.884955752,0,0,0,0,0,0,0,0,0,3.097345133,0,0,0,0,0,0,0,0,3.097345133,0,0,0,0,0,0,2.654867257,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.434782609,10.43478261,0,0,0,0,0,0,6.52173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.73913043,0,0,0,0,0,0,0,0,0,0,0,0,0.434782609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739130435,0,0,1.739130435,0,0,0,0,0,0.434782609,3.913043478,0.869565217,0.434782609,0,0,3.043478261,0,0,0,0,0,0,0,0,0.434782609,0,0,0,0,0,0,0,0,0,1.739130435,0,0,0,0,0,0,0,0.434782609,3.47826087,0,0,0,0,0,0,2.173913043,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0.99009901,5.940594059,0,0,0,0,0,0,30.1980198,0,0,0,0,0,0,0,1.485148515,0,0,0,0,0,0,0,0,24.25742574,0,0,0,0,0,0,0,0,0,0,0,0,4.95049505,0,0,0,0,0,0,0,0,0.495049505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.425742574,0,0,1.98019802,0,0,0,0,0,0.495049505,2.475247525,2.97029703,0.99009901,0,0,5.445544554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019802,0,0,0,0,0,0,0,0.495049505,4.95049505,0,0,0,0,0,0,1.485148515,0,0,0,0,0,0,0,0,0.99009901,0,0
0,0,0,0,2.049180328,0.409836066,0,0,0,0,0,0,0,0,0,0.409836066,0,0,0,0,0,0,0,0.819672131,0,4.098360656,0,0,4.918032787,0,1.229508197,0,0,0,0,0,6.147540984,0,1.639344262,0,0.819672131,0,2.049180328,0,0,0.819672131,1.639344262,0,0,1.639344262,0,1.229508197,2.049180328,0.409836066,0,0,0,0,0,5.327868852,0,0,0,0,0,2.459016393,0.409836066,0,0,0.409836066,0,0,0,0,0.409836066,2.049180328,0,0,1.639344262,0.819672131,0,0,5.327868852,0.819672131,0,0,0,0.409836066,0,0,0.819672131,0,0,0,0,1.229508197,0,6.147540984,2.459016393,0,0,0,0.819672131,0,0,0,0,0.409836066,3.68852459,0,0,0,0,0,2.868852459,5.327868852,1.229508197,0,3.68852459,0,0,16.80327869,1.229508197,0.819672131,0,0,0,0
0,0,0,0,0.421940928,0,0,0,0,0,0,0,0,0,0,0.421940928,0,0,0,0,0,0,0,0,0,5.063291139,0,0,1.687763713,0,3.375527426,0,0,0,0,0,3.375527426,0,2.53164557,0,5.907172996,0,2.953586498,0,0,1.687763713,0,0,0,0.421940928,0,0,3.797468354,0,0,0,0,0,0,0.421940928,0,1.687763713,0,0,0,6.329113924,0,0,0,0,0,0,0,0,0.421940928,6.751054852,0,0,0.421940928,2.953586498,0,0,4.641350211,0,0,0,0,0.421940928,0,0,0,0,0,0,0,3.797468354,0,9.282700422,0,0,0,0,0,0.843881857,0,0,0,0,1.265822785,0,0,0,0,0,0.421940928,11.81434599,1.687763713,0,1.687763713,0,0,13.5021097,0,0,0,0,0,0
0,0,0,0,2.252252252,0.45045045,0,0,0,0,0,0,0.45045045,2.252252252,0,0.45045045,0,0,0,0,0.900900901,0,0,3.153153153,0,3.153153153,0,0,0,0,2.702702703,0,0,0,0,0,0,0,0,0,2.702702703,0,8.558558559,0,0,0.45045045,0,0,0,1.351351351,0,0,9.459459459,1.351351351,0,0,0,0,0,2.702702703,0,0.45045045,0,0,0,7.657657658,0,0,0,0,0,0,0,0,0,1.351351351,0,0.45045045,0,4.054054054,0,0,4.954954955,0,0,0,0,0,0,0,4.504504505,0,0,0,0,0,0,6.306306306,0,0,0,0,0.900900901,1.351351351,0,0,0,0,4.504504505,1.351351351,0,0,0,0,0,5.855855856,1.351351351,0,0.900900901,0,0,10.36036036,0,0.45045045,0,0,0,0.900900901
0,0,0,0.36101083,1.805054152,0,0,0,0,0,0,0,0.36101083,4.332129964,0,0,0,0,0,0,1.083032491,0,0,6.498194946,0,5.415162455,0,0,0.36101083,0,1.083032491,0,0,0,0,0,0,0,2.888086643,0,1.083032491,0,2.527075812,0,0,0,0,0,0,0,0,0,0.722021661,0.722021661,0,0,0,0,0,0.722021661,0,0.722021661,0,0,0,3.249097473,0,0,0,0,0,0,0,0,0.36101083,0.36101083,0,2.166064982,0.36101083,15.16245487,0,1.444043321,6.137184116,0,0,0,0,0,0,0,8.664259928,0,0,0,0,0.36101083,0,4.693140794,1.083032491,0,0,0,0,0,0,0,0,0.36101083,6.137184116,0.722021661,0,0,0,0,0,6.859205776,1.805054152,0,2.527075812,0,0,6.498194946,0,0.36101083,0,0,0,0
0,0,0,0,3.793103448,0.344827586,0,0,0,0,0,0,6.551724138,0.344827586,0,0,0,0,0,0,0,0,0,5.862068966,0,3.793103448,0,0,0.689655172,0,3.793103448,0,0,0,0,0,1.724137931,0,3.793103448,0,1.034482759,0,3.103448276,0,0,0,0,0,0,0,0,0.689655172,1.724137931,0.344827586,0,0,0,0,0,1.034482759,0,0,0,0,0,3.793103448,0.344827586,0,0,0,0,0,0,0,0,0,0,0,1.034482759,9.655172414,0,0.344827586,5.172413793,0,0,0,0,0,0,0,8.275862069,0,0,0,0,0,0,6.206896552,3.103448276,0,0,0,0,0,0,0,0,0,5.862068966,1.379310345,0,0,0,0,0,5.172413793,1.379310345,0,3.103448276,0,0,4.482758621,0,1.724137931,0,0,0,0.344827586
0,0,0,13.91304348,0,0,0,0,0,0,0,0,0.289855072,17.10144928,0,0,0,0,0,0,0.289855072,0,0,1.15942029,0,0.579710145,0,0,0.869565217,0,0,0,0,0,0,0,0,0,0.869565217,0,6.376811594,0,0,0,0,0.289855072,0,0,0,0,0,0,0.289855072,0,0,0,0,0,0,0,0,0.289855072,0,0,0,0,2.608695652,0,0,0,0,0,0,0,0,1.15942029,1.739130435,1.15942029,0,1.449275362,0,0.289855072,0.579710145,0.579710145,0,0,0,0,0,0,30.72463768,0,0,0,0,0.579710145,0,0.579710145,0,0,0,0,0,0,0,0,0,0,9.855072464,0.869565217,0,0,0,0,0,3.47826087,0.579710145,0,0.289855072,0,0,1.15942029,0,0,0,0,0,0
0,0,0,9.295774648,0.845070423,0.563380282,0,0,0,0,0,0,1.126760563,16.90140845,0,0,0,0,0,0,0,0,0,0.281690141,0,0.845070423,0,0,0.281690141,0,0.845070423,0,0,0,0,0,0,0,0.281690141,0,6.197183099,0,2.535211268,0,0,1.408450704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281690141,0,0,0,0,2.253521127,0,0,0,0,0,0,0,0,0,0.281690141,1.690140845,0.281690141,0.563380282,0,1.690140845,0,1.126760563,0,0,0,0,0,0,32.3943662,0,0,0,0,0,0,0,0,0,1.971830986,0,0.281690141,0,0,0,0,0,4.507042254,1.690140845,0,0,0,0,0,6.76056338,0.281690141,0,0.845070423,0,0,0.281690141,0,0,0,1.408450704,0,0
0,0,0,7.384615385,1.230769231,0.307692308,0,0,0,0,0,0,1.846153846,40.61538462,0,0,0,0,0,0,0,0,0,0.615384615,0,0,0,0,0,0,0.307692308,0,0,0,0,0,0,0,0,0,2.769230769,0,3.384615385,0,0,0,0,0,0,0,0,0.923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923076923,0,0,0,0,0,0,0,0,0,0,3.384615385,0.615384615,0,0,4.615384615,0.307692308,0,0,0,0,0,0,0,17.84615385,0,0,0,0,0,0,0,0,0,1.846153846,0,1.230769231,0,0,0,0,0,1.846153846,0.923076923,0,0,0,0,0,3.076923077,0.615384615,0,0,0,0,0,0,0,0,3.384615385,0,0
0,0,0,0,0,1.809954751,0,0,0,0,0,0,15.83710407,44.79638009,0,0,0,0,0,0.452488688,3.619909502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904977376,0,2.714932127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452488688,0,0,0,0,0,0,0,0.452488688,0,0,4.524886878,1.357466063,0,0,11.31221719,0,0,0,0,0,0,0,0,3.167420814,0,0,0,0,0,0,0,0,0,1.357466063,0,0.452488688,0.452488688,0,0,0,0,0.904977376,1.357466063,0,0,0,0,0,0,0,0,1.357466063,0,0,0.904977376,0,0,0,1.809954751,0,0
0,0,0,1.712328767,0,0,0,0,0,0,0,0,16.09589041,49.65753425,0,0,0,0,0,0,0.342465753,0,0,0,0,0.684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.712328767,0,5.821917808,0,0,0.684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.369863014,0,0,0,0,0,0,0,0.342465753,0,1.02739726,3.082191781,0.342465753,0,0,2.054794521,0,0,0,0,0,0,0,0,3.767123288,0,0,0,0,0,0,0,0,0,5.136986301,0,0,1.02739726,0,0,0,0,1.02739726,1.369863014,0,0,0,0,0,1.02739726,0.684931507,0,0,0,0,0,0,0,0,1.02739726,0,0
0,0,0,7.717041801,1.92926045,0,0,0,0,0,0,0,6.752411576,25.72347267,0,0,0,0,0,0.964630225,1.286173633,0,0,1.607717042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.250803859,0,5.144694534,0,0,0.321543408,0,0,0,0,0,0.321543408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964630225,0,0,0,0,0,0,0,0,1.607717042,0.964630225,4.180064309,2.250803859,0,0,9.003215434,0,0,0,0,0,0,0,0,13.82636656,0,0,0,0,0,0,0,0,0,0.964630225,0,0,0.321543408,0,0,0,0,6.109324759,1.92926045,0,0,0,0,0,0.643086817,0,0,0.964630225,0,0,0.643086817,0,0,0,1.607717042,0,0
0,0,0,0,3.300330033,1.320132013,0,0,0,0,0,0,0,0,0,0.660066007,0,0,0,0,0.99009901,0.330033003,0,1.320132013,0,4.95049505,0,0,1.650165017,0,1.650165017,0,0,0,0,0,3.300330033,0,4.95049505,0,0.660066007,0,1.98019802,0,0,1.98019802,1.650165017,0,0,0.99009901,0,0.330033003,7.920792079,0.330033003,0,0,0,0,0,1.320132013,0,1.320132013,0,0,0,0.660066007,0,0,0,6.600660066,0,0,0,0,1.320132013,4.620462046,0,0.660066007,0.660066007,0,0,0.660066007,1.650165017,0.660066007,0,0,0,0.330033003,0,0,0,0,0,0,0,1.320132013,0,2.97029703,1.650165017,0,0,0,0,0,0,0,0,2.640264026,2.97029703,0,0,0,0,0,3.300330033,2.640264026,5.940594059,0,4.95049505,0,0,9.570957096,0.330033003,0.99009901,0,0,0,0
0,0.657894737,0,0.219298246,0.877192982,0.877192982,0,1.315789474,0,0.219298246,0.219298246,0,0.438596491,16.66666667,0,0,0,0,0,0.657894737,0.657894737,0,0,0.657894737,1.754385965,1.096491228,0,0.219298246,0.219298246,0,1.754385965,0.219298246,0.438596491,0,0,0.219298246,0.657894737,1.754385965,0.877192982,0,1.535087719,1.973684211,2.631578947,0.219298246,0.219298246,0.219298246,0.219298246,0.219298246,0,0,0.657894737,1.973684211,2.192982456,0.438596491,0.657894737,0,0,0.438596491,0,0.657894737,0.657894737,0,0,0.657894737,1.535087719,0.657894737,1.315789474,2.412280702,0,3.728070175,0,0,0.219298246,0,0.657894737,1.315789474,0.877192982,0.438596491,2.192982456,2.631578947,0,2.850877193,1.754385965,0,0.219298246,0.877192982,0.438596491,0.438596491,0,0.219298246,1.535087719,0.219298246,0,1.096491228,2.412280702,0.219298246,0,0,0.438596491,0,0.877192982,0,1.096491228,0.219298246,0.877192982,0.438596491,0,0.219298246,1.973684211,0.219298246,0,0.219298246,1.315789474,0,0.657894737,2.412280702,3.070175439,0,1.315789474,0,0,1.754385965,0,0.438596491,0,1.315789474,0.657894737,0.438596491
0,0,0,0,0.909090909,1.363636364,0.454545455,0.227272727,0,0,0,0,0,5,0,0,0,0,0,0.454545455,2.954545455,0,0,1.363636364,1.818181818,1.818181818,0,0.454545455,0,0,0.454545455,0,0.227272727,0,0.227272727,0,0.681818182,1.590909091,4.772727273,0,0.454545455,2.045454545,0.909090909,0,0.227272727,0.681818182,0,0,0,0,0,2.727272727,2.272727273,0,0,0.227272727,0,0,0,1.363636364,0.681818182,0.227272727,0,0,0.909090909,0,0.681818182,1.590909091,0,5.909090909,0,0,0,0,0.227272727,1.818181818,0.454545455,0.227272727,3.863636364,17.72727273,0.454545455,1.363636364,2.045454545,0.227272727,0,0,0.454545455,0,0,0,0.909090909,0,1.136363636,1.363636364,3.181818182,0,0.227272727,0,0.454545455,0,0,0,0.909090909,0.454545455,1.590909091,0,0,0.227272727,2.954545455,1.136363636,0,0,0,0,0.454545455,3.181818182,1.590909091,0,0.454545455,0,0.454545455,0.909090909,0,0,0,0,0.454545455,0.454545455
0.230946882,0,0,0,0.461893764,0.692840647,1.385681293,0.692840647,0.461893764,0,0.461893764,0,0,0.923787529,0,0.692840647,0.923787529,0.230946882,0,0.692840647,1.385681293,0,0.461893764,0.692840647,1.847575058,2.309468822,0,0.923787529,1.847575058,0,0.461893764,0,1.154734411,0,0.461893764,0.923787529,3.464203233,1.847575058,1.616628176,0,0.461893764,0.923787529,0.692840647,0.461893764,0.230946882,0.230946882,0,0.692840647,0,1.154734411,0,0.692840647,2.309468822,0.923787529,0.461893764,0,0,0.692840647,0.230946882,1.616628176,0,0,0.230946882,0.923787529,1.847575058,2.540415704,0,2.771362587,0.461893764,3.926096998,0,0,0,0.230946882,0.461893764,1.616628176,0.461893764,0,0.692840647,2.07852194,0,0,3.926096998,0.692840647,0.461893764,3.926096998,0,2.07852194,0.461893764,0.230946882,0,0,0,1.154734411,3.002309469,0.461893764,0.461893764,1.154734411,0.461893764,0,0,0,1.154734411,0.230946882,0.461893764,0.692840647,0,0.923787529,1.616628176,0,0.230946882,0.461893764,0.461893764,0,0.230946882,0.230946882,0.923787529,0,1.154734411,0,0,7.159353349,0.461893764,0.923787529,0,0,1.847575058,0.692840647
0.423728814,0.211864407,0,0.211864407,0.847457627,0.211864407,0,1.694915254,0,0,0,0,0,1.059322034,0.211864407,0.211864407,0,0,0,1.483050847,0.423728814,0,1.694915254,2.330508475,3.389830508,2.330508475,0,0.423728814,1.906779661,0,0.211864407,0,0.211864407,0,0,0.211864407,2.118644068,5.296610169,0.423728814,0,0.63559322,1.906779661,0.847457627,0,0.211864407,0.211864407,0.423728814,0.211864407,0,0.63559322,0,0.847457627,2.330508475,0.211864407,0,0.423728814,0,0,0.423728814,3.389830508,0,0,0,0.211864407,2.118644068,2.966101695,0,2.118644068,0.211864407,1.483050847,0,0,0,0,0.63559322,4.661016949,0,0,0.63559322,4.872881356,0,0,5.296610169,0.423728814,0,1.483050847,0.211864407,3.177966102,0.423728814,0,0,0,0.211864407,0.63559322,0.423728814,1.271186441,0.211864407,2.542372881,0.423728814,0,0,0.211864407,0.847457627,0,2.542372881,2.118644068,0,0.847457627,1.059322034,0,0.423728814,0,0.211864407,0,0.211864407,0.63559322,0.63559322,0,3.601694915,0,0,3.601694915,0.63559322,0.211864407,0,0,0.423728814,1.059322034
