Acanthodesmia_micropora,Acanthodesmia_viniculata,Acanthosphaera_spp.,Acrobotrys_teralans,Acrosphaera_arktios,Acrosphaera_mercurius,Acrosphaera_murrayana,Acrosphaera_spinosa,Actinomma_antarcticum,Actinomma_boreale,Actinomma_delicatulum,Actinomma_hastatum,Actinomma_leptodermum_s.l.,Actinomma_medianum,Actinomma_popofskii,Actinomma_sol,Actinomma_spp.,Actinomma_trinacria,Actinosphaera_spp.,Amphiplecta_acrostoma,Amphirhopalum_ypsilon,Anomalocantha_dentata,Antarctissa_denticulata,Antarctissa_spp.,Antarctissa_strelkovi,Stichopilidium_kruegeri,Anthocyrtidium_zanguebaricum,Arachnocorys_umbellifera,Archipilium_orthopterum,Artobotrys_borealis,Artostrobus_annulatus,Artostrobus_joergenseni,Axoprunum_stauraxonium,Botryocephalina_armata,Botryocyrtis_scutum,Botryopyle_cribrosa,Botryopyle_inflata,Botryostrobus_aquilonaris,Botryostrobus_auritus/australis,Botryostrobus_spp.,Carpocanarium_papillosum,Carpocanistrum_spp.,Cenosphaera_cristata,Cenosphaera_perforata,Cenosphaera_spp.,Ceratocyrtis_histricosa,Cladococcus_abietinus,Cladoscenium_ancoratum,Cladoscenium_limbatum,Cladoscenium_sp._1,Cladoscenium_tricolpium,Clathrocanium_coarctatum,Corythospyris_stapedius,Collosphaera_confossa,Collosphaera_huxleyi,Collosphaerid,Cornutella_profunda,Corocalyptra_craspedota,Pseudodictyophimus_horrida,Cubotholus_spp.,Cycladophora_bicornis,Cycladophora_davisiana_cornutoides,Cycladophora_davisiana_davisiana,Cypassis_irregularis,Cypassis_spp.,Cyrtopera_laguncula,Dendrospyris_spp.,Dictyocoryne_profunda,Dictyophimus_archipilium,Pterocanium_auritum,Dictyophimus_crisiae/hirundo,Dictyophimus_infabricatus,Dictyophimus_killmari,Dictyophimus_macropterus,Dictyophimus_spp.,Didymocyrtis_tetrathalamus,Druppatractus_irregularis,Stylatractus_ostracion,Druppatractus_variabilis,Enneaphormis_rotula,Euchitonia_elegans/furcata_gr.,Eucyrtidium_acuminatum,Eucyrtidium_annulatum,Eucyrtidium_anomalum,Eucyrtidium_calvertense,Eucyrtidium_cienkowskii,Eucyrtidium_hexagonatum,Eucyrtidium_hexastichus,Eucyrtidium_octocolum,Eucyrtidium_spp.,Eucyrtidium_teuscheri,Euphysetta_elegans,Euphysetta_nathorstii,Euphysetta_staurocodon,Gondwanaria_campanulaeformis,Gondwanaria_dogieli,Gondwanaria_spp.,Gonosphaera_primordialis,Heliodiscus_asteriscus,Hexalonche_amphisiphon,Hexacontium_arachnoidale,Hexacontium_enthacanthum,Hexacontium_gigantheum,Hexacontium_laevigatum,Hexacontium_melpomene,Hexacontium_pachydermum,Hexapyle_dodecantha,Hexastylus_spp.,Hymeniastrum_euclidis,Lamprocyclas_hannai,Lamprocyclas_maritalis_s.l.,Lampromitra_coronata,Lampromitra_quadricuspis,Litheliidae/Pyloniidae,Larcopyle_buetschlii,Larcopyle_polyacantha,Larcopyle_pylomaticus,Larcopyle_weddellium,Larcospira_bulbosa,Larcospira_quadrangula,Larnacilla_typus,Lipmanella_dictyoceras,Lirella_melo,Liriospyris_reticulata,Litharachnium_tentorium,Lithelius_minor,Lithelius_nautiloides,Lithelius_spiralis,Lithelius_sp._1,Lithocampe_?_furcaspiculata,Lithocampe_?_platycephala,Lithomelissa_setosa,Lithomelissa_sp._B,Lithomelissa_hystrix,Lithomelissa_laticeps,Lithomelissa_sp._A,Lithomelissa_spp.,Lithomelissa_thoracites,Lithostrobus_cuspidatus,Lonchosphaera_spicata,Lophophaena_buetschlii,Lophophaena_hispida,Lophophaena_spp.,Lophospyris_pentagona,Mitrocalpis_araneafera,Solenosphaera_zanguebarica,Peridium_longispinum,Peripyramis_circumtexta,Peromelissa_phalacra,Phormacantha_hystrix,Phormospyris_stabilis,Phormostichoartus_corbula,Phorticium_clevei,Plectacantha_cremastoplegma,Plectacantha_oikiskos,Plectopyramis_dodecomma,Porodiscus_spp.,Protocystis_balfouri,Protocystis_harstoni,Protocystis_swirei,Pseudocubus_obeliscus,Pseudodictyophimus_platycephalus,Pseudodictyophimus_bicornis,Pseudodictyophimus_gracilipes,Pseudodictyophimus_gracilipes_multispinus,Pterocanium_korotnevi,Pterocanium_praetextum_eucolpum,Pterocanium_praetextum_praetextum,Pterocanium_charybdeum,Pterocorys_clausus/zancleus,Pterocorys_minythorax,Pteroscenium_pinnatum,Pylospira_octopyle,Rhizoplegma_boreale,Saccospyris_antarctica,Saccospyris_conythorax,Saccospyris_spp.,Saturnalis_circularis,Schizodiscus_stylotrochoides,Sethoconus_tabulatus,Siphocampe_arachnea,Siphocampe_lineata,Siphonosphaera_socialis,Sphaeropyle_antarctica,Sphaeropyle_robusta,Spongocore_cylindricus,Spongodiscus_resurgens,Spongopyle_osculosa,Spongotrochus/Spongopyle_spp.,Spongotrochus_glacialis,Stichocorys_seriata,Stichopilium_bicorne,Stylatractus_neptunus,Stylatractus_sp._A,Stylatractus_spp.,Stylochlamydium_asteriscus,Stylochlamydium_spp.,Stylochlamydium_venustum,Stylodictya_aculeata,Stylodictya_spp.,Stylodictya_tenuispina,Stylodictya_validispina,Styptosphaera_spumacea,Tetraphormis_dodecaster,Tetrapyle_octacantha/stenozona,Theocorys_veneris,Theocorythium_trachelium,Tholospyris_gephyristes,Triceraspyris_antarctica,Trissocyclidae,Trisulcus_testudus,Trisulcus_triacanthus,Zygocircus_productus_gr.
0,0,0.563380282,0,0,0,0,0,0.281690141,0,1.690140845,0,8.450704225,0,1.126760563,0,0,1.408450704,0,0.281690141,0,0,0,0,0.281690141,0,0,0,0,0,0,0,0.563380282,0,0,0,0,12.95774648,1.408450704,0,0.563380282,0,0,0,1.690140845,0,0,0,0,0,0,0,0,0,0,0,0.281690141,1.408450704,0,0.281690141,0,0,0,0,0,0,0,1.126760563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281690141,0,0,0,0,0,0.281690141,0.281690141,0,0,0,0,0,0,0,0,0,1.408450704,0,0,0,0,0,0.281690141,0.281690141,0.281690141,0,0,0.563380282,0,0,0,7.887323944,0,0,0,0.281690141,0,0,0.281690141,0,0,0,0,5.915492958,0,0,0,0,0,0.563380282,0,0.563380282,0,0,0,0,0,0,0,0,0.281690141,0,0,0,0,0,0,0,0,0,3.098591549,0,0,0,0,0,0,0,0,0,0.563380282,0.845070423,0,0,0,0,0,0,0,0,1.126760563,0,0,0.845070423,0,0,0,0,0,0,0,0,0,0,0,6.76056338,8.732394366,0.845070423,0,0,0,0,0,0,1.408450704,0.563380282,2.253521127,1.126760563,0.563380282,5.070422535,0,0,6.197183099,0,0,0,0,0,0,0,0
0,0,3.666666667,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,2.666666667,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.66666667,1,0,0.666666667,1.666666667,0,0,0.333333333,0,0,0,0,1,0.333333333,0,0,0,0,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0.333333333,12.33333333,0,0,0,0,0,0,0,0.666666667,1.333333333,0.666666667,4.333333333,0,2.333333333,0,0,7.333333333,0,0.333333333,0,0,0.333333333,0,0,0
0,0,1.550387597,0,0,0,0,0,0,0,1.550387597,0,0.775193798,0,3.100775194,0,2.325581395,0,0,0,0,0,11.62790698,0,0.775193798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.201550388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775193798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.100775194,0,0,10.85271318,2.325581395,0,0,0,0,0,0,0,0,2.325581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775193798,0,0,0,0,0,0,0,0,0,0,1.550387597,0,0,0,0,0,0.775193798,0,0,0.775193798,0,0,0,6.976744186,13.17829457,1.550387597,0,0,3.875968992,0,0,0,0,0,0.775193798,0,2.325581395,0,0,0,0,0,0,0,3.875968992,0,0,0,0
0,0,0,0,0,0,0,0,0,0.234741784,0,0,0,0,0,0,0,0,0,0,0,0,65.02347418,0,15.72769953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469483568,0,0,0,0.704225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.643192488,0,0,0,0,0,0,0,0,0,0,0,0,1.877934272,0,0.938967136,1.408450704,1.17370892,0,0,0,0,2.582159624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469483568,0,0,0,0,0,0,0,0,0,0,0,0.234741784,1.17370892,0.938967136,0,0,0,0,0,0,0,0,0,0,0.938967136,0,0,0,0,0,0,0,1.17370892,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.85185185,0,10.61728395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.740740741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234567901,0,0,0,0,0,0,0,0,0,0,0,0,1.975308642,0,0,0.740740741,1.234567901,0,0,0,0,4.197530864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24691358,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24691358,1.975308642,0,0,0,0,0,0,0,0,0,0,0.24691358,0,0,0,0,0,0,0,3.456790123,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.57377049,0,8.852459016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.295081967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983606557,0,0,0,0,0,0,0,0,0,0,0,0,0.655737705,0,0,0.655737705,0.655737705,0,0,0,0,8.196721311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655737705,0,0,0,0,0,0,0,0,0.327868852,0,0,0,0,0,0,0,0,0,0,0.655737705,0,0,0,0.655737705,0,0,0,0,0,0,0,0,0.983606557,0.983606557,0,0,0,0,0,0,0,0,0,0,0,1.31147541,0,0,0,0,0,0,0,1.31147541,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.598802395,0,0,0,0,0,0,0,0,0,47.30538922,0,12.5748503,0,0,0,0,0,0,0.299401198,0,0,0,0,0,0,0,0,0,0,0.299401198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898203593,0,0.299401198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.994011976,0,0,0.299401198,0,0,0,0,0,0,0,0,0,1.497005988,0,0,1.19760479,1.796407186,0,0,0,0,14.67065868,0,0,0,0,0,0,0,0,0.299401198,0,0,0,0,2.395209581,0,0,0,0,0.598802395,0,0,0,0,0,0,0,0,1.19760479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898203593,2.395209581,0,0,0,0,0,0,0,0,0.299401198,0,0.598802395,0,0,0,0,0,0,0,1.19760479,0,0.299401198,0,0
0,0,4.398826979,0,0,0,0,0,0,0,0.293255132,0,0.586510264,0.586510264,0.586510264,0,0,0,0,0,0,0,0.586510264,0.879765396,1.759530792,0,0,0,0,0,0,0.293255132,4.105571848,0.293255132,0,0,0,5.278592375,0.293255132,0,0.293255132,0,2.346041056,0,6.158357771,0.293255132,0,0,0,0,0,0,0,0,0,0,0.879765396,0.586510264,0,0.586510264,0.586510264,0,3.519061584,0,0,0,0,0.293255132,0,0,0.586510264,0.293255132,0,0,0,0,0,0,0.293255132,0,0,0,0,0,0,0,0.879765396,0,0,0,0,0,0,0,0,0,0,0,0.879765396,0,0,0,0,0,0,0.293255132,0,0,0,0,0.293255132,0,0,7.917888563,0.293255132,0,0.293255132,0.586510264,0,0,0.879765396,0,0,0,0,5.865102639,0,0,0,0,0,0,0,0,0,0.586510264,0,0.293255132,0,0,0,0,0.293255132,0,0,0,0,0,0,0,0,0,2.346041056,0,0,1.173020528,0,0,0,0,0,0,0,1.173020528,0,0,0,0,0,0.293255132,0,0,0,0,0,0.293255132,0,0,0,0,0,0.879765396,0,0,0,0.293255132,0.879765396,0.586510264,3.812316716,1.46627566,0,0,4.692082111,0,3.225806452,0,1.173020528,0,2.052785924,2.639296188,0,1.759530792,0.586510264,0,3.812316716,0,0.293255132,0,0.293255132,4.105571848,0,0,0
0,0,2.98013245,0,0,0,0,0,0,0,0,0,0,0.662251656,0,0,1.324503311,0,0,0,0,0,0,0.662251656,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0.331125828,2.317880795,0.662251656,0,0.662251656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,1.324503311,0,0,0,0,3.973509934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0.331125828,0,0,1.324503311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.18543046,0,0,0.331125828,1.655629139,0,0,0,0,0,0,0,0.331125828,0.331125828,0,0,0,0,0.331125828,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,0.331125828,0.331125828,0,0,0,0,0.662251656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662251656,0,0,0,0.331125828,0,0,0,0.662251656,0,0,0,0,0,0,1.324503311,0,0,0,2.317880795,5.960264901,0,0,0,0,0,1.324503311,0,5.298013245,0.662251656,3.311258278,8.940397351,0,2.317880795,0,0,1.324503311,0,0.331125828,0,0,0,0,0,0
0,0,1.75879397,0,0,0,0,0,0.502512563,0.502512563,0,0,0.251256281,0,1.005025126,0,1.005025126,0.251256281,0,0,0,0,0.753768844,3.266331658,9.798994975,0,0,0,0,0,0,0,0.251256281,0.251256281,0,0,0.502512563,4.020100503,2.010050251,0,0.251256281,0,2.010050251,1.005025126,2.763819095,0,0,0,0,0,0,0,0,0,0,0,1.005025126,0.753768844,0,0,0.502512563,0,3.768844221,0,0,0,0,1.005025126,0,0,0.502512563,0.251256281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251256281,0,0,0,0,0,0,0,0,0,0,0,1.256281407,0.251256281,0,0,0,0.502512563,0,0.251256281,0.502512563,0,0,0.251256281,0,0,0,7.286432161,0,0,0,1.507537688,0,0,0,0,0,0,0,5.27638191,0,0,0,0,0,1.005025126,0,0.502512563,0,0,0,0,0,0,0,0,0.251256281,0,0,0,0.502512563,0,0,0,0,0,3.266331658,0,0,0,1.005025126,0,0,0,0,0,0,0.502512563,0,0,0,0,0,0.502512563,0,0,0.251256281,0,2.261306533,1.507537688,0,0,0,0,0,0.502512563,0,0,0,0,0.502512563,2.261306533,6.281407035,2.763819095,0,0,0.251256281,0,0.502512563,0,1.005025126,0.251256281,1.75879397,0.753768844,0.502512563,2.261306533,2.010050251,0,3.266331658,0,0,0,0.753768844,0.251256281,0,0,0.502512563
0.497512438,0,0,0,0,0,0,0,0,0.248756219,0,0,0.497512438,0,0,0,0,0,0,0,0,0,14.67661692,0.497512438,2.487562189,0,0,0,0,0,0.995024876,0.995024876,0,0,0,0,0,0,0.995024876,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0.248756219,0.995024876,4.975124378,0,0,0.746268657,0,0,0,0,0,0,0,0,0,0,0,0,1.741293532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.955223881,0,0,0.995024876,1.243781095,0,0,0,0,0,0,0,0.248756219,0.497512438,0,0.746268657,0.995024876,1.741293532,1.243781095,0,0,0,3.233830846,0,0,0,0,0,0,0,0,0,0,0.746268657,0.746268657,0,0.497512438,0,0,0,0,0.248756219,0,0,0,0,0,0,0.746268657,0.497512438,2.487562189,0.497512438,0,0,0,0,0,0,0,0,0.248756219,1.243781095,0.248756219,0,0,0,0,6.965174129,0,0,0.746268657,0,0,0,0.497512438,2.487562189,0.995024876,0,0,0,0,0,0,0,0,1.990049751,0,0.497512438,0,0,0,0,0,0,0,0.746268657,0,0,0,8.706467662
0,0,0,0,0,0.233100233,0,0,0,0.932400932,0.233100233,0,0.466200466,0,0,0,0.699300699,0,0,0,0,0,23.54312354,0.466200466,12.12121212,0,0,0,0,0,0.932400932,1.165501166,0,0,0,0,0,0,1.631701632,0,0.233100233,0,0,0,0.233100233,0,0,0,0,0,0.932400932,0,0,0,0,0,0.233100233,0,0,0,0,0.233100233,6.060606061,0,0,0.233100233,0,0,0,0,0,0,0,0,0,0,0,0,0.699300699,0.466200466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233100233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.48951049,1.165501166,0,0.932400932,1.398601399,0,0,0,0,0,0,0,0,1.631701632,0,0.233100233,0.233100233,1.631701632,0.466200466,0,0,0,2.097902098,0,0,0,0,0,0,0,0,0,0,0.466200466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233100233,0.233100233,2.097902098,0.233100233,0,0,0,0,0,0,0,0,0,0.932400932,0,0,0,0,0,2.097902098,0,0,0.233100233,0,0,0.233100233,1.165501166,2.564102564,0.699300699,0,0,0.233100233,0,0,0,0,0,0.932400932,0,0.466200466,0,0,0,0,0,0,0,1.165501166,0,0,0,5.361305361
0.985221675,0,0,0,0,0.246305419,0,0,0,0,0.246305419,0,0.492610837,0,0,0,0.492610837,0,0,0,0,0,11.08374384,0,5.911330049,0,0,0,0,0,2.216748768,1.477832512,0,0,0,0,0,0,1.724137931,0,0,0,0,0,0,0,0,0.985221675,0.492610837,0,0.738916256,0,0,0,0,0,0.738916256,0,0,0,0,0,5.418719212,0,0,0.246305419,0,0,0,0,0.246305419,0,0,0,0,0,0,0,2.463054187,0.246305419,0,0,0,0,0,0,0,0,0,0,0.492610837,0,0,0,0.492610837,0,0,0.492610837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.60591133,0.985221675,0,0,0.985221675,0,0,0,0,0,0,0,0,0.246305419,0,0.492610837,0.246305419,1.477832512,0.492610837,0,0,0,3.694581281,0,0,0,0,0,0,0,0,0,0,1.231527094,0.246305419,0,0.246305419,0,0,0.246305419,0,0,0,0,0,0,0,0,0.738916256,0.246305419,5.911330049,1.724137931,0,0,0,0,0,0,0,0,0,0.738916256,0,0,0,0,0,7.389162562,0,0,0,0,0,0.246305419,0.246305419,1.724137931,0.738916256,0,0,0,0,0,0,0,0,2.955665025,0,0.492610837,0,0,0,0,0,0,0,0.492610837,0,0,0,8.128078818
0,0,1.628664495,0,0,0,0,0,0,0,0.325732899,0,0,0,0.325732899,0,2.280130293,0,0,0,0,0,0,1.302931596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.234527687,0,0,0.325732899,0,0.325732899,0,0,0,0,0,0,0,0,0,0,0,0.325732899,0,0,0,0,0,0.651465798,0,0,0,0,4.234527687,0,0,0,0,0,0,0.651465798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325732899,0,0,0,0,0,0,16.93811075,0.325732899,0,0.651465798,0.651465798,0,0,0,0,0,0,0,0.325732899,0.977198697,0,0,0,0,1.302931596,0,0,0,0.651465798,0.651465798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.605863192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.325732899,10.42345277,0,0,0,0.325732899,0,0.651465798,0,2.280130293,0.651465798,2.280130293,3.25732899,0,3.583061889,0,0,3.583061889,0.325732899,0.325732899,0,0,0.325732899,0,0,0
0,0,1.644736842,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0,0,0,0,0,0,0,0,0.657894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,6.578947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.315789474,0.657894737,0,0,0,0,0.657894737,0,0,0,0,1.973684211,0,0,0,0,0,0,0.657894737,0,0,0,0,0.328947368,0,0,0,0,0,0,0.328947368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328947368,0,0,0.986842105,0,0,0,22.36842105,0.328947368,0,0,1.315789474,0,0,0.328947368,0,0,0,0,0,1.973684211,0,0,0,0,0.986842105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.644736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986842105,0,0,0,0,0,0,0,0,0,0,0,8.552631579,0.328947368,0,0,0,0,0.328947368,0,0.657894737,0.657894737,0.986842105,1.973684211,0,1.644736842,0,0,5.263157895,0,0.328947368,0,0,0,0,0,0
0,0,3.267973856,0,0,0,0.326797386,0,0,0,0.653594771,0,0.653594771,0,0,0.326797386,0,0,0,0,0,0,0.980392157,6.209150327,6.862745098,0,0,0,0,0,0.980392157,0,0.326797386,0,0,0,0,0.326797386,2.287581699,0.653594771,0.980392157,0,0.326797386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.653594771,0,0,0,0,0,5.22875817,0,0,0.326797386,0,0.326797386,0,0,0,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0,5.882352941,0.653594771,0,1.633986928,6.535947712,0,0,0.326797386,0,0,0,0,1.307189542,1.633986928,0,0,0.326797386,0.980392157,2.941176471,0,0,0,0.653594771,0.326797386,0,0,0,0,0,0,0,0,1.960784314,0,0.326797386,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980392157,0,0.980392157,0,2.287581699,0,0,0,9.477124183,0.326797386,0,0.326797386,0,0,0,0.653594771,4.248366013,0.653594771,0,0,0.326797386,0,1.307189542,0,0,0,1.307189542,0.326797386,0,1.633986928,0.326797386,0,0.326797386,0,0,0,0,1.307189542,0,0,0
0,0,2.649006623,0,0,0,0,0.331125828,0,0.331125828,0,0,0.331125828,0.331125828,0.331125828,0,0,0,0,0,0,0,0.993377483,7.947019868,3.311258278,0,0,0,0,0,0.331125828,0.993377483,0,0,0,0,0,0,1.655629139,0.331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.662251656,0,0,0,1.655629139,0.662251656,5.960264901,0,0,1.324503311,0,0,0,0,0.331125828,0,0,0,1.324503311,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,10.92715232,0,0,1.655629139,2.98013245,0,0,0,0,0,0,0,0,1.324503311,0,0,0,0,10.59602649,0,0,0,1.655629139,0.662251656,0,0,0,0,0,0,0,0,0,0.662251656,0.662251656,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993377483,0,0,0,0,0,4.304635762,0.993377483,0,0,0,0,0,0.662251656,2.649006623,0.993377483,0,0,0,0,0.331125828,0,0,0,0.662251656,0.662251656,0,0.331125828,0,0,1.655629139,0,0,0.331125828,0,0.993377483,0,0,0
0,0,1.324503311,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,5.960264901,12.91390728,15.56291391,0,0,0,0,0,1.655629139,0.662251656,0,0,0,0,0,0,2.98013245,0,0,0,0,0,0.662251656,0.662251656,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,1.324503311,0.993377483,4.635761589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331125828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.966887417,0,0,1.986754967,1.986754967,0,0,0,0,0,0,0,0,0.662251656,0,0,0,0,6.291390728,0,0,0,1.324503311,0,0,0,0,0,0,0,0,0,0,0.662251656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.986754967,0,0,0,0,0,3.973509934,0.331125828,0,0,0,0,0,2.317880795,3.311258278,1.324503311,0,0,0,0,0.331125828,0,0,0,0.662251656,0,0,0.993377483,0,0,0.331125828,0,0,0.331125828,0.331125828,1.324503311,0,0,0
0,0,1.607717042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286173633,2.893890675,12.86173633,0,0,0,0,0,4.180064309,1.607717042,0,0,0,0,0,0,3.215434084,0.321543408,0.321543408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.286173633,2.893890675,1.92926045,0,0,0,0,0,0,0,0.321543408,0,0,0,3.215434084,0,0,0,0.643086817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643086817,0,0,0,0,0,0,9.967845659,0,0,0.321543408,3.215434084,0,0,0,0,0,0,0,0,0.643086817,0,0,0,0,3.8585209,0,0,0,0.964630225,0,0,0,0,0,0,0,0,0,0,0.964630225,0.321543408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321543408,0,0,0,0,0,0,0,0.321543408,0,0,0.643086817,0,0,0,0,0,10.93247588,0.964630225,0,0,0,0,0,0.964630225,0,0.321543408,0,0,0,0,0,0,0,0,0,0.964630225,0,0.643086817,0,0,4.823151125,0,0,1.286173633,0.321543408,0.321543408,0,0,0
