Acanthodesmia_micropora,Acanthodesmia_viniculata,Acanthosphaera_spp.,Acrobotrys_teralans,Acrosphaera_arktios,Acrosphaera_lappacea,Acrosphaera_mercurius,Acrosphaera_murrayana,Acrosphaera_spinosa,Actinomma_antarcticum,Actinomma_arcadophorum,Actinomma_boreale,Actinomma_delicatulum,Actinomma_hastatum,Actinomma_leptodermum_s.l.,Actinomma_medianum,Actinomma_popofskii,Actinomma_sol,Actinomma_spp.,Actinomma_trinacria,Actinosphaera_spp.,Amphiplecta_acrostoma,Amphirhopalum_ypsilon,Anomalocantha_dentata,Antarctissa_denticulata,Antarctissa_spp.,Antarctissa_strelkovi,Stichopilidium_kruegeri,Anthocyrtidium_zanguebaricum,Arachnocorys_umbellifera,Archipilium_orthopterum,Artobotrys_borealis,Artostrobus_annulatus,Artostrobus_joergenseni,Axoprunum_stauraxonium,Botryocephalina_armata,Botryocyrtis_scutum,Botryopyle_cribrosa,Botryopyle_inflata,Botryostrobus_aquilonaris,Botryostrobus_auritus/australis,Botryostrobus_spp.,Callimitra_spp.,Carpocanarium_papillosum,Carpocanistrum_spp.,Cenosphaera_cristata,Cenosphaera_perforata,Cenosphaera_spp.,Ceratocyrtis_histricosa,Circodiscus_microporus,Cladococcus_abietinus,Cladoscenium_ancoratum,Cladoscenium_limbatum,Cladoscenium_sp._1,Cladoscenium_tricolpium,Clathrocanium_coarctatum,Corythospyris_stapedius,Collosphaera_tuberosa,Collosphaerid,Cornutella_profunda,Corocalyptra_craspedota,Pseudodictyophimus_horrida,Cubotholus_spp.,Cycladophora_bicornis,Cycladophora_davisiana_cornutoides,Cycladophora_davisiana_davisiana,Cypassis_irregularis,Cypassis_spp.,Cyrtopera_laguncula,Dendrospyris_spp.,Dictyocoryne_profunda,Dictyocoryne_truncatum,Dictyophimus_archipilium,Pterocanium_auritum,Dictyophimus_crisiae/hirundo,Dictyophimus_infabricatus,Dictyophimus_killmari,Dictyophimus_spp.,Didymocyrtis_tetrathalamus,Stylatractus_ostracion,Druppatractus_variabilis,Enneaphormis_rotula,Euchitonia_elegans/furcata_gr.,Eucyrtidium_acuminatum,Eucyrtidium_annulatum,Eucyrtidium_cienkowskii,Eucyrtidium_hexagonatum,Eucyrtidium_octocolum,Eucyrtidium_spp.,Eucyrtidium_teuscheri,Euphysetta_elegans,Euphysetta_nathorstii,Euphysetta_staurocodon,Gondwanaria_campanulaeformis,Gondwanaria_dogieli,Gondwanaria_spp.,Gonosphaera_primordialis,Heliodiscus_asteriscus,Hexacontium_enthacanthum,Hexacontium_gigantheum,Hexacontium_melpomene,Hexacontium_pachydermum,Hexapyle_dodecantha,Hexastylus_spp.,Hymeniastrum_euclidis,Lamprocyclas_hannai,Lamprocyclas_maritalis_s.l.,Lamprocyrtis_nigriniae,Lampromitra_coronata,Litheliidae/Pyloniidae,Larcopyle_buetschlii,Larcopyle_pylomaticus,Larcopyle_weddellium,Larcospira_bulbosa,Larcospira_quadrangula,Larnacilla_typus,Lipmanella_bombus,Lipmanella_dictyoceras,Liriospyris_reticulata,Litharachnium_tentorium,Lithelius_minor,Lithelius_nautiloides,Lithelius_sp._1,Lithocampe_?_furcaspiculata,Lithocampe_?_platycephala,Lithomelissa_setosa,Lithomelissa_sp._B,Lithomelissa_hystrix,Lithomelissa_laticeps,Lithomelissa_sp._A,Lithomelissa_thoracites,Lonchosphaera_spicata,Lophophaena_buetschlii,Lophophaena_hispida,Lophospyris_pentagona,Mitrocalpis_araneafera,Solenosphaera_zanguebarica,Peridium_longispinum,Peripyramis_circumtexta,Peromelissa_phalacra,Phormacantha_hystrix,Phormospyris_stabilis,Phormostichoartus_corbula,Phorticium_clevei,Plectacantha_cremastoplegma,Plectacantha_oikiskos,Plectopyramis_dodecomma,Protocystis_balfouri,Protocystis_harstoni,Protocystis_swirei,Pseudocubus_obeliscus,Pseudodictyophimus_platycephalus,Pseudodictyophimus_bicornis,Pseudodictyophimus_gracilipes,Pseudodictyophimus_gracilipes_multispinus,Pterocanium_praetextum_eucolpum,Pterocanium_praetextum_praetextum,Pterocanium_charybdeum,Pterocorys_clausus/zancleus,Pterocorys_hertwigii,Pteroscenium_pinnatum,Pylospira_octopyle,Rhizoplegma_boreale,Saccospyris_antarctica,Saccospyris_conythorax,Saturnalis_circularis,Schizodiscus_stylotrochoides,Sethoconus_tabulatus,Siphocampe_arachnea,Siphocampe_lineata,Siphonosphaera_socialis,Sphaeropyle_antarctica,Sphaeropyle_robusta,Sphaerozoum_punctatum,Spongaster_tetras,Spongocore_cylindricus,Spongodiscus_resurgens,Spongopyle_osculosa,Spongotrochus/Spongopyle_spp.,Spongotrochus_glacialis,Spongurus_sp._cf._S._elliptica,Stichocorys_seriata,Stichopilium_bicorne,Stylatractus_neptunus,Stylatractus_sp._A,Stylatractus_spp.,Stylochlamydium_asteriscus,Stylochlamydium_spp.,Stylochlamydium_venustum,Stylodictya_aculeata,Stylodictya_spp.,Stylodictya_tenuispina,Stylodictya_validispina,Styptosphaera_spumacea,Tetraphormis_dodecaster,Tetrapyle_octacantha/stenozona,Theocorys_veneris,Theocorythium_trachelium,Tholospyris_gephyristes,Triceraspyris_antarctica,Trissocyclidae,Trisulcus_testudus,Trisulcus_triacanthus,Zygocircus_productus_gr.
0,0,0.155279503,0,0,0,0,0,0,15.2173913,0,2.173913043,1.242236025,0,0.931677019,0,0.155279503,0.465838509,8.850931677,0,0,0,0,0,10.0931677,0.621118012,5.745341615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155279503,0,2.173913043,0.155279503,0,0,0,0.155279503,0,0,0,0,0,0,0,0.465838509,0,0,16.92546584,0,1.086956522,0,0,0,0,0,0,0,0,0.310559006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.310559006,0,0,0.310559006,0,0,0,0.310559006,0,0,0.310559006,0,0,0,0,0,0.931677019,0.155279503,0,0,0,0,0,0,0,0,0,2.01863354,0,0,0,0,0,0,0,0,0,0.621118012,0,0,0,0,0,0,0.155279503,0,0,0,0,5.434782609,0,0,0,0,0,0,0,0,0,0.155279503,0,0.155279503,0.155279503,0.155279503,1.397515528,0,0,0,0,0.621118012,0,0,0.776397516,0,0,0,0,0.621118012,0,0,0,0,0.465838509,2.639751553,4.192546584,1.863354037,0,0,0,0.155279503,0,0,0,0,1.552795031,0,0.155279503,0.931677019,0.155279503,0,0,0.310559006,0,0.465838509,0,3.105590062,0,0,0,0
0,0,0.195694716,0,0,0,0,0,0,16.8297456,0,2.152641879,1.761252446,0,1.369863014,0,0.195694716,0,6.457925636,0,0,0,0,0,6.457925636,0.391389432,4.305283757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195694716,0,0.978473581,0.391389432,0,0,0,0,0,0,0,0,0,0,0,1.56555773,0,0,27.00587084,0.195694716,0.587084149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195694716,0,0,0,0,0,0,0,0,0,0,0.195694716,0,0,0.195694716,0,0,0,1.174168297,0,0,0.391389432,0,0,0,0,0,0.978473581,0,0,0,0,0,0,0,0,0,0.195694716,0,0,0,0,0,0,0,0,0,0,0.195694716,0,0,0,0,0,0,0.391389432,0,0,0,0,3.326810176,0,0,0,0,0,0,0,0,0,0,0,0.587084149,0,0.195694716,1.761252446,0,0,0,0,0.195694716,0,0,1.174168297,0,0,0,0,0.391389432,0,0,0,0,0,2.935420744,4.500978474,2.348336595,0,0,0,0,0,0,0,0,1.761252446,0,0,0.391389432,0.195694716,0,0,0.195694716,0,0.978473581,0,1.956947162,0,0,0,0
0,0,0.974025974,0,0,0,0,0,0,0.649350649,0,1.623376623,3.571428571,1.298701299,0.649350649,4.545454545,2.272727273,0,10.38961039,0.649350649,0,0,0,0,0.324675325,0,0,0,0,0,0,0,0,0,1.623376623,0,0,0,0,0.649350649,0,0,0,0,0,0,0,2.922077922,0,0,0,0,0,0,0,0,0,0,0,0,0.974025974,0,0,4.220779221,0,0,0,0,0,0,0,0,0,0,0.324675325,0,0,0,0,0,0,0,0,0.324675325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974025974,0,0,0,0.324675325,0,2.597402597,1.298701299,1.623376623,2.922077922,0,0.324675325,0,0.649350649,0,0,0,0,0.974025974,0,0,0,0.324675325,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324675325,0,0,0,0,3.571428571,0,0,0,0,0,0,0,0,0,0,0,0.324675325,0,0,4.87012987,0,0,0,0,0,0,0,0.649350649,0,0,0,0.324675325,0,0,0,0,0,0,1.948051948,6.493506494,1.948051948,0,0,0,3.896103896,0,0,0,0,0.974025974,0.324675325,0,2.922077922,0,6.168831169,0,1.623376623,0,0.324675325,0,0,0,0,0,0
0,0,1.016949153,0,0,0,0,0,0.677966102,0.338983051,0,0,0.677966102,2.711864407,1.016949153,1.694915254,1.694915254,0.338983051,11.18644068,0,0,0,0,0.338983051,0,0,0,0,0,0,0,0,0,0,3.728813559,0,0,0,0,2.033898305,0,0,0,0,0.338983051,0,0,4.06779661,0,0,0,0,0,0,0,0,0,0,0,0,1.355932203,0,0.338983051,0.338983051,0,0.338983051,0,0,0,0,0.677966102,0,0,0,0.677966102,0,0,0,0,0,0,0,0,0.338983051,0,0.338983051,0,0,0.338983051,0,0,0,0,0,0,0,0,4.406779661,0.338983051,0,0,0.338983051,0,0,3.050847458,0.338983051,4.406779661,0,0,0,1.016949153,0,0,0,0,0,0,0,0,0,14.57627119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677966102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355932203,3.728813559,0.677966102,0,0,0,1.694915254,3.728813559,0,0,0,0.338983051,0,0,8.13559322,0,4.406779661,0,2.372881356,0,1.355932203,0.338983051,0,0,0,0,0
0,0,0.398406375,0,0,0,0,0,2.788844622,0,0.398406375,0,0,1.992031873,0.796812749,1.195219124,2.390438247,1.593625498,11.15537849,0.398406375,0,0,0.398406375,0.398406375,0,0,0,0,0,0,0.398406375,0,0,0,2.788844622,0,0,0,0,0.398406375,0.398406375,0,0,0,0,0,0,3.585657371,0,0,0,0.796812749,0,0,0,0,0,0,0,0,0.398406375,0,0,0.398406375,0.398406375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398406375,0,0,0,0,0,0,0,0,0.398406375,0,0,0,0,0,0,0,0,1.593625498,0,0,0,0,0,1.593625498,2.788844622,1.593625498,8.764940239,0,0,0,0.796812749,0,0,0,0,0.398406375,0,0,0,0,13.14741036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398406375,0,0,0.796812749,0,0,0.398406375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.984063745,0,0,0,1.195219124,4.38247012,0.398406375,0,0,0,1.593625498,4.780876494,0,0.398406375,0,0.398406375,0,0,4.38247012,0,0,0.796812749,2.788844622,0,1.593625498,0.398406375,0,0,0,0,0
0,0,0,0,0,2.316602317,0,0.772200772,2.316602317,0,0,0.772200772,0.386100386,3.474903475,3.861003861,0,0,2.702702703,3.861003861,0,0,0,0.386100386,0,0,0,0,0,0,1.158301158,0,0,0,0,3.088803089,0,0,0,0,1.158301158,0,0,0,0,0.386100386,0,0,6.94980695,0,0,0,0.386100386,0,0,0,0,0,0,0,0.386100386,0.386100386,0,0,0.772200772,0,1.158301158,0,0,0,0,0,0,0,0,0.772200772,0,0,0,1.158301158,0,0,0,0,1.158301158,0,0,0,0,0.386100386,0,0,0,0,0,0,0,0,0.386100386,0,0,0,0,0,0.772200772,1.158301158,0,8.494208494,0,0,0,0.772200772,0,0,0,0,0,0,0,0.386100386,0,9.266409266,0,0,0,0,0,0,0,0,0,0,0.772200772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772200772,1.158301158,0,0,0,0,0,0,0,0,0,0,0,0.386100386,0,0,3.088803089,0,0,0,1.158301158,6.177606178,0,0,0,0,1.930501931,1.930501931,0,0,0,0.386100386,0,0,8.88030888,0.386100386,0,0.386100386,3.861003861,0,1.544401544,0.772200772,0,0,0,0,0
0,0,0,0,0,0,0,0.380228137,0,2.281368821,0,0,2.661596958,1.140684411,0.760456274,4.562737643,2.661596958,1.140684411,10.2661597,0,0,0,0,0,3.041825095,0.380228137,0.760456274,0,0.380228137,0,0,0,0,0,1.901140684,0,0,0,0,0.380228137,0.380228137,0,0,0,0,0.760456274,0,6.844106464,0.380228137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.901140684,0,1.520912548,0,0,0,0,0,0,0,0,0.380228137,0,0,0,0,0,0,0,0,0.760456274,0,0.380228137,0,0.380228137,0,0,0,0,0,0,0,0,0,1.520912548,0,0,0,0,0,0,0.380228137,0,0.760456274,0,0,0,1.520912548,0,0,0,0,0,0,0,0,0,7.224334601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.562737643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760456274,0,0,0,0,0,0,0,0.760456274,0,0,0,0,1.140684411,0,0,0,0.380228137,0,3.802281369,10.64638783,1.901140684,0,0,0,1.901140684,0,0,0,0,0.380228137,0,0,2.281368821,0,1.901140684,0,2.661596958,0,1.520912548,0,1.140684411,0,0,0,0
0,0,0,0,0.320512821,0,0,0,0,0.641025641,0,0.320512821,2.243589744,5.448717949,2.243589744,2.243589744,0.320512821,0.320512821,7.371794872,0.320512821,0,0,0,0,8.653846154,0,0.320512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,0,0,0,0,0.961538462,0.641025641,0,0,0,0,0,0,0,0,0,0,0,1.923076923,0,0,18.58974359,0,3.525641026,0,0,0,0,0,0,0,0,0.641025641,0,0,0,0,0,0,0.641025641,0,0,0,0,0,0.320512821,0,0.641025641,0,0,0,0,0,0,0,0,0,0,0,0.320512821,0,2.564102564,1.282051282,0.641025641,0.320512821,0,0,0,0.320512821,0,0,0,0,0,0,0,0,0,0.641025641,0,0,0,0,0.320512821,0,0,0,0.641025641,0,0.641025641,0,0,0,0,0,0,0.320512821,0,0,0,0,1.923076923,0.641025641,0,0,0,0,0,0,0,0,1.282051282,0,0,0,0.320512821,4.166666667,0,0,0,0,0,0,0.320512821,0.641025641,0,0.320512821,0,0,0.961538462,0,0,0,0,0,1.282051282,5.769230769,1.602564103,0,0,0,0.320512821,0,0,0,0,1.923076923,0,0,2.884615385,0,0,0.961538462,0.320512821,0,1.602564103,0.641025641,3.205128205,0,0,0,0
0,0,0,0,0.297619048,0,0,0,0,4.464285714,0,2.380952381,0.595238095,0,1.785714286,0.297619048,0.892857143,0.297619048,5.654761905,1.488095238,0,0,0,0,3.869047619,0,8.928571429,0,0,0,0,0,0,0,0.595238095,0,0,0,0,0.297619048,0.297619048,0,0,0,0,0.297619048,0,0.892857143,0.892857143,0,0,0,0,0,0,0,0,0,0,0,1.19047619,0,0,15.77380952,0,0.595238095,0,0,0,0,0,0,0,0,0.297619048,0,0,0,0,0,0,0,0,1.785714286,0,0,0.297619048,0,0,0.892857143,0,0,0,0,0,0,0,0,0,0,0,0.892857143,0,0,0.595238095,0.892857143,0.595238095,0,0,0,0.892857143,0,0,0,0,0,0,0,0,0,0.595238095,0.892857143,0,0,0,0,0,0,0,0,0,1.488095238,0,0,0,0,0,0,0.595238095,0,0,0,0,4.464285714,0,0,0,0,0,0,0,0,0,0.892857143,0,0,0,0,4.464285714,0,0,0,0,0.595238095,0,0,2.083333333,0,0,0,0,0.297619048,0,0,0,0,0,5.952380952,7.44047619,1.488095238,0,0,0,0,0,0,0,0,0.892857143,0,0,0.892857143,0,0,0.297619048,0.595238095,0,0.595238095,0,2.976190476,0,0,0,0
0,2.083333333,0,0,0,3.333333333,0,2.083333333,3.333333333,0,0,0,0,2.916666667,0,0,0.416666667,2.083333333,2.916666667,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0.416666667,0,0,0.416666667,0,0,0,0,8.333333333,0,0,0,0.833333333,0,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0,0,3.75,0,0,0,1.25,0.416666667,0,0,0,0,0.416666667,0,0,0,0,0,0,0,0,0.416666667,0,0,0,0.416666667,0,0.833333333,0,0,8.75,0,0,0,0,0,0,0,0,0,0.416666667,0,0,0,7.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,0,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416666667,1.25,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,4.583333333,0,0,0,1.25,1.666666667,0.416666667,0,0,0,0,5.833333333,0,0.416666667,0,0,0,0,7.083333333,0.833333333,0,0,6.25,0,2.5,0,0,0,0,0,0
0,0,1.298701299,0,0,0,0,0,0,0,0,0,1.298701299,0,2.597402597,2.597402597,2.597402597,1.298701299,16.88311688,1.298701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.493506494,0,0,0,0,1.298701299,0,0,0,0,0,0,0,2.597402597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.298701299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.194805195,1.298701299,0,0,0,0,1.298701299,0,0,7.792207792,0,0,0,0,0,0,0,0,0,0,0,0,0,6.493506494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.896103896,0,0,0,0,10.38961039,6.493506494,0,0,0,0,0,0,6.493506494,0,2.597402597,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.63636364,0,0,0,0,0,0,0,0,0,0,0,0,9.090909091,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,0,0,0,0,0,0,0,2.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.272727273,0,0,0,2.272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.818181818,0,0,0,2.272727273,9.090909091,0,0,0,0,0,9.090909091,0,0,0,0,0,0,2.272727273,0,0,0,2.272727273,0,0,0,0,0,0,0,0
0,0.763358779,0,0,0,8.396946565,0,5.34351145,10.6870229,0,0,0,0,1.526717557,0,0,0,1.526717557,1.526717557,0,0,0,0.763358779,0,0,0,0,0,0,0,0,0,0,0,6.870229008,0,0,0,0,0,0,0,0,0,0,0,0,4.580152672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763358779,1.526717557,0,0,0.763358779,0,0,0,2.290076336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763358779,0,0,0,0.763358779,0,0.763358779,0,0,6.106870229,0,1.526717557,0,0,0,0,0,0,0,0,0,0,0,3.053435115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.816793893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763358779,0,0,0,0,0,0,0,0,0,0,0,0,4.580152672,0,0,3.816793893,0,0,0,0.763358779,2.290076336,0,0,0,0,0,0,0,0,0,0,0,0,7.633587786,0,0,0,9.160305344,0,2.290076336,0,0,0,0,0,0
0,0.930232558,0,0,0,5.581395349,0,1.860465116,3.720930233,0,0.465116279,0,0,0.465116279,2.790697674,0,0.930232558,2.790697674,4.186046512,0,0,0,0.930232558,0,0,0,0,0,0,0,0,0,0,0,2.790697674,0,0,0,0,0,0,0,0,0,0.465116279,0,0,1.395348837,0,0,0,0,0,0,0,0,0,1.860465116,0,0,0.465116279,0,0,0.465116279,0,0,0,0,0.465116279,0,0,0,0,0,0.465116279,0,0,0,2.790697674,0,0,1.395348837,0,0.465116279,0.465116279,0,0.930232558,0,0,0,0,0,0,0,0,0,0,3.720930233,0,0,0,0.930232558,0,0.930232558,1.860465116,0,2.790697674,0,0,0,0,0,0,0,0,0,0.465116279,0,0,0,6.046511628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465116279,0,0.465116279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930232558,0,0,0,0,0.465116279,0.930232558,5.11627907,0,0,0,0,0,0,0,0,0,0,0,0.930232558,0,0,1.395348837,0,0,0,0.465116279,3.255813953,0.465116279,0,0,0,0,0,0,0,0,0.930232558,0,0,6.976744186,0,0,0,8.372093023,0,0.930232558,0,0,0,0,0,0
0,2.34741784,0,0,0,4.225352113,0,5.164319249,2.816901408,0,0.938967136,0.469483568,0,0.469483568,0.469483568,0,0.469483568,0.469483568,3.286384977,0,0,0,0.469483568,0,0,0,0,0,0,0,0.938967136,0,0,0,3.286384977,0,0,0,0,0,0,0,0.938967136,0,0.938967136,0,0,1.408450704,0,0.469483568,0,0,0,0,0,0,0,0.469483568,0,0,0,0,0,0.469483568,0,0,0,0,0.469483568,0,0,0,0,0,0,0,0,0,6.103286385,0,0,0.469483568,0,0.469483568,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469483568,0,0,0,0,0,0.469483568,1.408450704,0.469483568,2.34741784,0,0.938967136,0,0,0,0,0,0,0,0.469483568,0,0,0,3.755868545,0,0,0,0,0,0,0,0,0,1.408450704,0,0,0,0,0,0.469483568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469483568,0.469483568,1.877934272,0,0,0,0,0,0,0,0,0,0.469483568,0,4.694835681,0,0,2.816901408,0,0,0,0.469483568,2.816901408,0,0,0,0,0.469483568,2.34741784,0,0,0,0,0,0,8.920187793,0,0,0,14.55399061,0,1.877934272,0,0,0,0,0,0
0,2.097902098,0,0,0,6.993006993,0,1.398601399,4.545454545,0,0.34965035,0,0,1.398601399,0.699300699,0,0.699300699,1.048951049,2.447552448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.447552448,0,0,0,0,0,0,0,1.398601399,0,0.34965035,0,0,2.097902098,0,0.699300699,0,0,0,0,0,0,0,1.048951049,0,0,0,0,0.34965035,1.048951049,0,0.699300699,0.34965035,0,0,0,0,0.34965035,0,0,0.34965035,0,0,0,3.496503497,0,0,0,0.699300699,1.048951049,0,0,0,0.34965035,0.34965035,0,0,0,0,0,0,0,0,1.398601399,0,0,0,0.34965035,0,1.048951049,1.398601399,0.699300699,4.195804196,0,0.34965035,0,0.699300699,0,0,0,0,0,0,0,0,0,3.496503497,0,0,0,0,0,0,0,0,0,0,0.34965035,0,0,0,0,1.048951049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.048951049,0.34965035,3.846153846,0,0,0,0,0,0,0,0,0,0,0,4.895104895,0.34965035,0,1.048951049,0.34965035,0,0,0.699300699,4.195804196,1.048951049,0,0,0,0.34965035,0.34965035,0,0,0,0.34965035,0,0,5.244755245,0.699300699,0,0.34965035,10.48951049,0,1.748251748,0,0,0,0,0,0
0,0,0.99009901,0,0,0,0,0,0.99009901,0,0,0,0,2.97029703,0,0,0,0,11.88118812,0,0,0,0,0,0.99009901,0,0,0,0,0,0,0,0,0,6.930693069,0,0,0,0,0,0,0,0,0,0,0,0,18.81188119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99009901,0,0,0,0,0,0,0,0,6.930693069,0,0,0,0,0,0,0,0,0,0,0,0,0,8.910891089,0,0,0,0,0,0,0,0,0,0,1.98019802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98019802,0,0,0,0,0.99009901,0.99009901,0,0,0,5.940594059,9.900990099,0,0,0,0,0,0,4.95049505,0,0,0.99009901,3.96039604,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.27700831,0.27700831,0,0.27700831,1.108033241,1.662049861,1.385041551,2.493074792,0.831024931,0.27700831,6.371191136,0.831024931,0,0,0.27700831,0,4.432132964,0,1.662049861,0,0,0,0.27700831,0,0,0,0.831024931,0,0,0,0,0.831024931,0.27700831,0,0,0,0,0,0,2.493074792,0.831024931,0,0,0,0,0,0,0,0,0,0,0.27700831,0.27700831,0,0,4.986149584,0,1.385041551,0,0,0,0,0,0,0,0,0.27700831,0,0,0,0,0,0,0,0,0.831024931,0,0,0,0.55401662,0,0,0,0,0,0,0,0,0,0.831024931,0,0,0,0.831024931,0,0.55401662,3.601108033,0,1.385041551,0,0.27700831,0,2.770083102,0,0,0,0,0,0,0,0,0,4.432132964,0,0,0,0,0,0,0,0,0,0.55401662,0.55401662,0,0,0,0,0,0,0,0,0,0,0,4.432132964,0,0,0,0,0,0,0,0,0,0,0,0.27700831,0.55401662,0,4.432132964,0,0,0,0,0.27700831,0,0,0.55401662,0,0,0,0,0,0,0,0,0.27700831,0,3.047091413,6.371191136,0.831024931,0,0,0,1.385041551,0,0,0.27700831,0,3.324099723,0,0,6.925207756,0,1.385041551,0,3.601108033,0,3.878116343,0,1.108033241,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.543478261,0,1.630434783,2.173913043,1.630434783,9.239130435,0,0,0,0,0.543478261,0,0,0,0,0,0,0,0,0,0,2.173913043,0,0,0,0,1.630434783,0,0,0,0,0.543478261,0,0,3.804347826,0.543478261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.543478261,0,0,0.543478261,0,0,0,0,0.543478261,0,0,0,2.173913043,0,0,0,0,0,0,0,0,0.543478261,1.086956522,1.086956522,0,0.543478261,0.543478261,0,0,0,0,0,0,0,0,1.630434783,0,0,0,0.543478261,0,0.543478261,0.543478261,0,3.804347826,0,0,0,1.086956522,0,0,0,0,0,0,0,0,0,8.695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086956522,0,0,0,0,0,0,0,0,0,0,0,0.543478261,0,0,1.630434783,0,0,0,0,0,0,0,0,0,0,0,0,1.086956522,0,0,0,0,0,2.717391304,10.32608696,0.543478261,1.630434783,0,0,2.173913043,3.804347826,0,0,0,2.173913043,0,0,14.13043478,0,0.543478261,0,3.804347826,0,0.543478261,0,0,0,0,0,0
