Acanthodesmia_micropora,Acanthodesmia_viniculata,Acanthosphaera_spp.,Acrobotrys_teralans,Acrosphaera_arktios,Acrosphaera_lappacea,Acrosphaera_mercurius,Acrosphaera_murrayana,Acrosphaera_spinosa,Actinomma_antarcticum,Actinomma_arcadophorum,Actinomma_boreale,Actinomma_delicatulum,Actinomma_hastatum,Actinomma_leptodermum_s.l.,Actinomma_medianum,Actinomma_popofskii,Actinomma_sol,Actinomma_spp.,Actinomma_trinacria,Actinosphaera_spp.,Amphiplecta_acrostoma,Amphirhopalum_ypsilon,Anomalocantha_dentata,Antarctissa_denticulata,Antarctissa_spp.,Antarctissa_strelkovi,Stichopilidium_kruegeri,Anthocyrtidium_zanguebaricum,Arachnocorys_umbellifera,Archipilium_orthopterum,Artobotrys_borealis,Artostrobus_annulatus,Artostrobus_joergenseni,Axoprunum_stauraxonium,Botryocephalina_armata,Botryocyrtis_scutum,Botryopyle_cribrosa,Botryopyle_inflata,Botryostrobus_aquilonaris,Botryostrobus_auritus/australis,Botryostrobus_spp.,Callimitra_spp.,Carpocanarium_papillosum,Carpocanistrum_spp.,Cenosphaera_cristata,Cenosphaera_perforata,Cenosphaera_spp.,Ceratocyrtis_histricosa,Circodiscus_microporus,Cladococcus_abietinus,Cladoscenium_ancoratum,Cladoscenium_limbatum,Cladoscenium_sp._1,Cladoscenium_tricolpium,Clathrocanium_coarctatum,Corythospyris_stapedius,Collosphaera_tuberosa,Collosphaerid,Cornutella_profunda,Corocalyptra_craspedota,Pseudodictyophimus_horrida,Cubotholus_spp.,Cycladophora_bicornis,Cycladophora_davisiana_cornutoides,Cycladophora_davisiana_davisiana,Cypassis_irregularis,Cypassis_spp.,Cyrtopera_laguncula,Dendrospyris_spp.,Dictyocoryne_profunda,Dictyocoryne_truncatum,Dictyophimus_archipilium,Pterocanium_auritum,Dictyophimus_crisiae/hirundo,Dictyophimus_infabricatus,Dictyophimus_killmari,Dictyophimus_spp.,Didymocyrtis_tetrathalamus,Stylatractus_ostracion,Druppatractus_variabilis,Enneaphormis_rotula,Euchitonia_elegans/furcata_gr.,Eucyrtidium_acuminatum,Eucyrtidium_annulatum,Eucyrtidium_cienkowskii,Eucyrtidium_hexagonatum,Eucyrtidium_octocolum,Eucyrtidium_spp.,Eucyrtidium_teuscheri,Euphysetta_elegans,Euphysetta_nathorstii,Euphysetta_staurocodon,Gondwanaria_campanulaeformis,Gondwanaria_dogieli,Gondwanaria_spp.,Gonosphaera_primordialis,Heliodiscus_asteriscus,Hexacontium_enthacanthum,Hexacontium_gigantheum,Hexacontium_melpomene,Hexacontium_pachydermum,Hexapyle_dodecantha,Hexastylus_spp.,Hymeniastrum_euclidis,Lamprocyclas_hannai,Lamprocyclas_maritalis_s.l.,Lamprocyrtis_nigriniae,Lampromitra_coronata,Litheliidae/Pyloniidae,Larcopyle_buetschlii,Larcopyle_pylomaticus,Larcopyle_weddellium,Larcospira_bulbosa,Larcospira_quadrangula,Larnacilla_typus,Lipmanella_bombus,Lipmanella_dictyoceras,Liriospyris_reticulata,Litharachnium_tentorium,Lithelius_minor,Lithelius_nautiloides,Lithelius_sp._1,Lithocampe_?_furcaspiculata,Lithocampe_?_platycephala,Lithomelissa_setosa,Lithomelissa_sp._B,Lithomelissa_hystrix,Lithomelissa_laticeps,Lithomelissa_sp._A,Lithomelissa_thoracites,Lonchosphaera_spicata,Lophophaena_buetschlii,Lophophaena_hispida,Lophospyris_pentagona,Mitrocalpis_araneafera,Solenosphaera_zanguebarica,Peridium_longispinum,Peripyramis_circumtexta,Peromelissa_phalacra,Phormacantha_hystrix,Phormospyris_stabilis,Phormostichoartus_corbula,Phorticium_clevei,Plectacantha_cremastoplegma,Plectacantha_oikiskos,Plectopyramis_dodecomma,Protocystis_balfouri,Protocystis_harstoni,Protocystis_swirei,Pseudocubus_obeliscus,Pseudodictyophimus_platycephalus,Pseudodictyophimus_bicornis,Pseudodictyophimus_gracilipes,Pseudodictyophimus_gracilipes_multispinus,Pterocanium_praetextum_eucolpum,Pterocanium_praetextum_praetextum,Pterocanium_charybdeum,Pterocorys_clausus/zancleus,Pterocorys_hertwigii,Pteroscenium_pinnatum,Pylospira_octopyle,Rhizoplegma_boreale,Saccospyris_antarctica,Saccospyris_conythorax,Saturnalis_circularis,Schizodiscus_stylotrochoides,Sethoconus_tabulatus,Siphocampe_arachnea,Siphocampe_lineata,Siphonosphaera_socialis,Sphaeropyle_antarctica,Sphaeropyle_robusta,Sphaerozoum_punctatum,Spongaster_tetras,Spongocore_cylindricus,Spongodiscus_resurgens,Spongopyle_osculosa,Spongotrochus/Spongopyle_spp.,Spongotrochus_glacialis,Spongurus_sp._cf._S._elliptica,Stichocorys_seriata,Stichopilium_bicorne,Stylatractus_neptunus,Stylatractus_sp._A,Stylatractus_spp.,Stylochlamydium_asteriscus,Stylochlamydium_spp.,Stylochlamydium_venustum,Stylodictya_aculeata,Stylodictya_spp.,Stylodictya_tenuispina,Stylodictya_validispina,Styptosphaera_spumacea,Tetraphormis_dodecaster,Tetrapyle_octacantha/stenozona,Theocorys_veneris,Theocorythium_trachelium,Tholospyris_gephyristes,Triceraspyris_antarctica,Trissocyclidae,Trisulcus_testudus,Trisulcus_triacanthus,Zygocircus_productus_gr.
0,0,0,0,0,0,0,0,0,0.316455696,0,0.949367089,1.265822785,0,1.265822785,0.949367089,0.316455696,0,1.582278481,0.316455696,0.632911392,0,0,0.949367089,6.962025316,0,28.79746835,0,0,0,0,0,0.632911392,0,0,0.316455696,0,0.316455696,0,0,2.53164557,1.582278481,0,0,0.632911392,0,0,0.949367089,0.316455696,0,0,0.316455696,0,0,0,0,0,0,0,2.53164557,0.316455696,0,0,9.17721519,0.949367089,1.898734177,0,0,0,0,0,0,0,0,1.265822785,0,0,0,0,0,0.316455696,0,0,0.316455696,0,0,0,0,0.316455696,0,0,0,0,0,0,0,0,0.316455696,0,0,0,0,0,0,0.632911392,0,0.316455696,0,0,0,0.632911392,0.316455696,0.316455696,0,0,0,0,0,0,0,0.316455696,0.316455696,0,0.632911392,0.316455696,0.949367089,0,0,0,4.746835443,1.898734177,0,0,0,0,0.316455696,0,0.632911392,0.316455696,0,0,0,0,1.265822785,0,0,0,0,0,0,0,0,0,0.949367089,0,0,0,0,1.582278481,0,0,0,0,1.582278481,1.265822785,0,0,0.316455696,0,0,0,0,0,0,0,0,0,2.215189873,1.582278481,0.316455696,0,0,0,0,0,0,0,0.316455696,0.949367089,0,0,0.632911392,0.316455696,0,0,0.632911392,0,0.316455696,0.316455696,2.848101266,0,0,0,0
0.522193211,0,0.261096606,0,0,0,0,0,0,0.261096606,0,1.044386423,0,0,0.522193211,0.261096606,0.261096606,0,0,0.261096606,0,0.261096606,0,0,7.049608355,0.522193211,16.97127937,0,0,0.261096606,0,0,0,0.522193211,0,0,0,0.783289817,0,1.305483029,5.483028721,0,0,0,0,0,0,0,0.522193211,0,0,0.522193211,0.261096606,0,0,0,0,0,0,0.522193211,0.522193211,0,0,11.48825065,0,5.744125326,0,0.522193211,0,0,0,0,0.261096606,0,0,0,0,1.044386423,0,0,0.522193211,0.522193211,0.261096606,0.261096606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522193211,0,0,0,0.261096606,0,0,0,0.522193211,0,0,0,3.133159269,0,3.133159269,1.044386423,0,0.522193211,0,0,0,0,0.783289817,0,0,0,0,1.044386423,0.261096606,0,0,3.916449086,1.305483029,0,0.783289817,0,0,0,0,0.261096606,0,0,0,0,0,4.177545692,0,0,0,0,0,0,0,0,0,4.177545692,0,0,0,0.261096606,0.522193211,0,0,0,0,3.394255875,0.261096606,0.261096606,0,0,0,0,0,0,0.261096606,0,0,0,0.522193211,0.783289817,0.783289817,2.872062663,0,0,0,0,0,0,0,0.261096606,0.522193211,0,0,0,0.261096606,0,0.522193211,0.522193211,0,0.261096606,0,0.783289817,0,0,0,0
0,0,0.273224044,0,0,0,0,0,0,0.273224044,0,0.546448087,0.273224044,0,0.546448087,1.912568306,0,0,0.273224044,0,0,0.546448087,0,0,8.196721311,0,18.03278689,0,0,0,0,0,0,0,0,0,0,1.092896175,0,0.819672131,4.371584699,0,0,0,0,0,0,0,0.273224044,0,0,0.273224044,0,0.273224044,0,0,0,0,0,0,0,0,0,27.04918033,0,0.546448087,0,0,0,0.273224044,0,0,0,0,0,0.273224044,0,0.273224044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273224044,0,0,0.273224044,0,0,0,0.273224044,0,0,0.273224044,0,0,0,0,0,0,0,0,3.825136612,0.273224044,1.366120219,0,0,0,0,0,0,0,0,0.273224044,0,0,0,0.819672131,0,0,0,4.371584699,0,0,0,0,0,0.273224044,0,0,0.273224044,0,0,0,0,4.098360656,0,0,0,0,0,0,0,0,0,0.819672131,0,0,0,0,0,0,0,0,0,1.912568306,0,0,1.092896175,0,0.273224044,0,0,0.273224044,0,0,0,0,0,0.819672131,0,4.918032787,0,0,0,0,0,0,0,0,1.366120219,0,0,0.546448087,0,0.273224044,0,0.546448087,0,0,0,3.551912568,0,0,0,0
0.625,0,0,0,0,0,0,0,0,0.3125,0,0.625,0.3125,0,0.3125,0.9375,0,0,0,0,0,0.625,0,0,8.4375,0,28.125,0,0,0,0,0,0.625,0.625,0,0,0,0.625,0,0,4.375,0,0,0,0,0,0,0,0.3125,0,0,0.3125,0,0.625,0,0,0,0,0,0,0,0,0,6.875,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0.9375,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0,0,0.3125,0,0,0,0,0,0,0,0,2.5,0,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,5.3125,0,0,0,12.8125,0.9375,0,0,0,0,0,0,1.5625,0,0.3125,0,0,0,1.25,0,0,0,0,0,0,0,0.625,0,4.0625,0,0.3125,0,0,0.3125,0,0,0,0.3125,0.9375,0,0,0,0.3125,0.9375,0,0,0,0,0,0,0,0,0.3125,0.3125,0.625,0,0,0,0,0,0,0,0,0.625,0.625,0,0.3125,0,0,0.3125,0.3125,0,0.3125,0,2.5,0,1.25,0,0
0.783289817,0.261096606,0.261096606,0,0,0,0,0,0,0,0,0.783289817,0,0,0.261096606,1.044386423,0,0,0,0,0,0,0,0,7.832898172,0,32.89817232,0,0,0,0,0,1.566579634,0,0,0.261096606,0,0.522193211,0,0,6.266318538,0.522193211,0,0,0,0,0,0.783289817,0,0,0,0,0,0.261096606,0,0,0,0,0,0.783289817,0,0,0,10.44386423,0.261096606,1.566579634,0,0,0.261096606,0,0,0,0,0,0,0,0,1.044386423,0,0,0,0,0,0.261096606,0,0,0.261096606,0,0,0.261096606,0,0,0,0,0.261096606,0,0,0,0.261096606,0,0,0,0,0,0,0,0,0,0,0,1.044386423,0,0.522193211,0,0.261096606,0,0,0,0,0,0.783289817,0,0,0.261096606,0.261096606,6.005221932,0,0.522193211,0.261096606,5.221932115,0.783289817,0,0,0.522193211,0,0.261096606,0,1.566579634,0,0,0.261096606,0,0,0.261096606,0.261096606,0,0,0,0,0,0,0,0,1.044386423,0,0,0,0,0,0,0,0,0,2.610966057,0,0,0.522193211,0.783289817,2.349869452,0,0,0,0,0,0,0,0,0.261096606,0,0.783289817,0,0,0,0,0,0,0,0,0.522193211,0,0,0,0,0,0,0,0,0,0,1.044386423,0,0.783289817,0,0
0,0,0,0,0.304878049,0,0,0,0.609756098,0.304878049,0,0.914634146,1.829268293,2.43902439,2.743902439,0.304878049,0.914634146,2.134146341,7.62195122,0.304878049,0,0,0,1.219512195,12.19512195,0,3.353658537,0,0,0,0,0,0,0,0,0.304878049,0,0,0.304878049,0,0,0,0,0,0.609756098,0,0,3.353658537,0.304878049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878049,0,3.048780488,0,0,0,0,0,0,0,0,0.914634146,0,0,0,0.304878049,0,0,0,0,1.219512195,0,0,0,0,0,0,0,0,0,0,0.304878049,0,0,0.914634146,0,0,0,0,0.304878049,0.914634146,1.829268293,0.609756098,0.304878049,0,0,0,2.134146341,0.304878049,0,0,0,0,0,0,0,0,3.963414634,0,0,0,0.304878049,0,0,0,0,0,0.609756098,0,0,0,0,0,0,0,0,0,0,0,0,3.963414634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304878049,2.134146341,0,0,0,0,0.304878049,0,0,0,0,2.134146341,0,1.219512195,0.304878049,0,0,0,0,0,1.219512195,7.926829268,1.219512195,0,0,0,1.829268293,0,0,0,0,2.43902439,0,0,1.829268293,0,1.524390244,0,3.658536585,0,1.524390244,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.734104046,0,1.156069364,1.734104046,0,0.578034682,0.578034682,0,0,8.092485549,1.156069364,0,0,0,0,16.1849711,1.734104046,14.45086705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578034682,0,1.156069364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.734104046,0,6.358381503,0,0,0,0,0,0,0,0,1.156069364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578034682,0,0,1.156069364,0,0,0,0,0,2.89017341,0.578034682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.156069364,0,0,0,0,4.046242775,0,0,0,0,0,0,0,0,0,0,0,0.578034682,0,0.578034682,0,0,0,0,0,0.578034682,0,0,1.156069364,0,0,0,0,0,0,0,0,0,1.156069364,2.89017341,9.248554913,2.89017341,0,0,0,0.578034682,0,0,0,0,2.312138728,0,0,0,0,0,0,0.578034682,0,0.578034682,0,2.312138728,0,0,0,0
0,0,0,0,0,0,0,0,0,1.511335013,0,1.007556675,0.503778338,0,1.259445844,0.503778338,1.007556675,0,5.289672544,0.251889169,0,0,0,0,15.11335013,0,2.267002519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755667506,0,1.763224181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.40302267,0,1.763224181,0,0,0,0,0,0,0,0,0.503778338,0,0,0,0,0,0,0,0,0.755667506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755667506,0,0,0.251889169,0,0,0.251889169,0.503778338,0,0,0,0,1.259445844,0,0,0,0,0,0,0,0,0,1.007556675,0.251889169,0,0,0,0,0,0,0,0,0,0.251889169,0,0,0,0,0,0,0.251889169,0,0,0,0,5.541561713,0,0,0,0,0,0,0,0,0.251889169,0.251889169,0,0.251889169,0,0.251889169,1.007556675,0,0,0,0,1.007556675,0,0.503778338,0.755667506,0,0,0,0,1.763224181,0,0,0,0,0,5.541561713,8.312342569,0.755667506,0,0,0,0.503778338,0,0,0,0,3.022670025,0,0,1.511335013,0.251889169,0,0.503778338,0,0,2.267002519,0,4.282115869,0,0,0,0
0,0,0,0,0,0,0,0,0,5.882352941,0,1.534526854,1.534526854,0,0.767263427,2.301790281,0.255754476,0,4.603580563,1.534526854,0,0,0,0,15.08951407,0,2.301790281,0,0,0,0,0,0,0,0.255754476,0,0,0,0,0,0,0,0,0,0,0.767263427,0,1.278772379,0,0,0,0,0.255754476,0,0,0,0,0,0,0,1.023017903,0,0,21.99488491,0,0.511508951,0,0,0.255754476,0,0,0,0,0.255754476,0,0,0,0,0,0.255754476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255754476,0,0,0.255754476,0.511508951,0,0,1.023017903,0,0,0.767263427,0.511508951,0,0,0,0,1.534526854,0.255754476,0.255754476,0,0,0,0,0,0,0,0.511508951,0.767263427,0,0,0,0,0,0,0,0,0,0.511508951,0,0,0,0.255754476,0,0,0.255754476,0,0,0,0,2.557544757,0,0,0,0,0,0,0,0,0,0,0,0.255754476,0,0,1.278772379,0,0,0,0,0.767263427,0.255754476,0.255754476,0.767263427,0,0.255754476,0,0,0.767263427,0,0,0,0.255754476,0.255754476,3.069053708,4.347826087,1.534526854,0,0,0,1.023017903,0,0,0,0,2.046035806,0,0,1.534526854,0,0,0.255754476,0.255754476,0,1.534526854,0,3.836317136,0,0,0,0
0,0,0.225733634,0,0,0,0,0,0,0.451467269,0,1.354401806,1.128668172,0.451467269,1.354401806,0.225733634,0.451467269,0,3.386004515,0.451467269,0,0,0,0.225733634,15.34988713,0,2.934537246,0,0,0,0,0,0,0,0.225733634,0,0,0,0,0,0,0.677200903,0,0,0.225733634,0.677200903,0,0.451467269,0,0,0,0,0,0,0,0,0,0,0,0,0.677200903,0.225733634,0,21.21896163,0,2.257336343,0,0,0,0,0,0,0,0,0.225733634,0,0,0,0,0,0,0,0,1.128668172,0,0,0,0,0,0.225733634,0,0,0,0,0.677200903,0,0,0.902934537,0,0,0,0.451467269,0,0.902934537,0.451467269,0,0.225733634,0,0.225733634,0,2.257336343,0.902934537,0.225733634,0,0,0,0,0,0,0,0.225733634,0.451467269,0,0,0,0.225733634,0,0,0,0,0,0.225733634,0,0,0,0,0,0,0.451467269,0,0,0,0,5.869074492,0,0,0,0,0,0,0,0.225733634,0,0.451467269,0,0,0,0,3.837471783,0,0,0,0,1.128668172,0,0,0,0,0.225733634,0,0,0.677200903,0,0,0,0,0,4.514672686,4.514672686,1.58013544,0,0.225733634,0,0.225733634,0,0,0,0,2.483069977,0,0,2.031602709,0.225733634,0.677200903,0,0.225733634,0,0.902934537,0,3.611738149,0,0,0,0
0,0,0.29154519,0,0,0,0,0,0,0.874635569,0,0,2.040816327,3.206997085,2.040816327,3.498542274,0.29154519,0,8.454810496,0.583090379,0,0,0,0,0.29154519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.166180758,0,0,0,0,0,0.29154519,0,3.790087464,0.29154519,0,0,0,0,0,0,0,0,0,0,0,1.457725948,0,0,4.956268222,0,0.29154519,0,0,0,0,0,0,0,0,0.874635569,0,0,0,0,0,0,0,0,0.874635569,0,0,0,0,0.29154519,0,0,0,0,0,0,0,0,2.915451895,0.29154519,0,0,0,0,2.040816327,0.29154519,0.874635569,1.166180758,0,0,0,1.457725948,0,0,0,0,0,0,0,0,0,5.539358601,0,0,0,0,0,0,0,0,0,0.29154519,0.29154519,0,0,0.29154519,0,0,0,0.583090379,0,0,0,0,2.623906706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.83090379,0,0,0,0,0,0,0.29154519,0.583090379,0,0,0,0,0,0,0,0,0,0,5.247813411,7.871720117,1.166180758,0,0,0,4.081632653,0,0,0,0,1.749271137,0,0,4.664723032,0,5.539358601,0.29154519,2.915451895,0,0.583090379,0.29154519,0,0,0,0,0
0,0,0.263157895,0,0.263157895,0,0,0,0,5,0,1.315789474,1.578947368,2.368421053,2.894736842,2.631578947,0.526315789,0.263157895,6.315789474,0.526315789,0,0,0,0,4.210526316,0,0,0,0,0,0,0,0,0,0.263157895,0,0,0,0,0.263157895,0.263157895,0,0,0,0,0,0,1.315789474,0.526315789,0,1.578947368,0,0,0,0,0,0,0,0,0,0.789473684,0,0.263157895,13.94736842,0,1.578947368,0,0,0,0,0,0,0,0,0.263157895,0,0,0,0,0,0,0,0,0.263157895,0,0,0,0.263157895,0,0,0,0,0,0,0.263157895,0,0,1.052631579,0,0,0,0.263157895,0,0,1.052631579,0.789473684,0.526315789,0,0,0,0.789473684,0,0.263157895,0,0,0,0,0,0,0,1.578947368,0,0,0,0,0,0,0,0,0,0.263157895,0.263157895,0,0,0,0,0,0,0.526315789,0,0,0,0,7.105263158,0.526315789,0,0,0,0,0,0,0,0.263157895,0.263157895,0,0,0,0,4.473684211,0,0,0,0,0.263157895,0,0.263157895,1.315789474,0,0.526315789,0,0,0,0,0,0,0,0,5,9.210526316,3.157894737,0,0.263157895,0,1.052631579,0,0,0,0,1.578947368,0,0,2.631578947,0.263157895,0,0,1.052631579,0,0.263157895,0,0.789473684,0,0,0,0
0,0,0,0,0,0,0,0,0,16.26213592,0,1.45631068,0.485436893,0,1.699029126,0,0,0.485436893,5.339805825,0,0,0,0,0.242718447,3.640776699,0.485436893,11.16504854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.213592233,0.72815534,0,0,0,0,0,0,0,0,0,0,0,0.242718447,0,0,20.63106796,0,1.941747573,0,0,0,0,0,0,0,0,0.242718447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485436893,0,0,0,0.242718447,0.242718447,0,0,0,0.485436893,0,0,0,0,0,0,0,0,0,0,0.970873786,0,0,0,0,0,0,0,0,0,0.242718447,0,0,0,0.72815534,0,0,0.485436893,0,0,0,0,9.223300971,0.242718447,0,0,0,0,0,0,0,0,0,0,0,0,0,0.485436893,0,0,0,0,0.970873786,0,0,1.45631068,0,0,0,0,0.242718447,0,0,0,0,0,3.883495146,3.883495146,2.427184466,0,0,0,0.485436893,0,0,0,0,1.699029126,0,0,0.72815534,0,0,0,0,0,0,0,2.912621359,0,0,0,0
0,0,0,0,0,0,0,0,0,17.69911504,0,1.769911504,0.294985251,0,2.064896755,0,0,0,4.424778761,0,0,0,0,0,6.489675516,0,10.02949853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,0,0.589970501,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,0,0,23.00884956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,0,0,0,0,0,0,0,0,0,0,0.294985251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.179941003,0.589970501,0,0,0,0,0,0,0,0,0.294985251,1.474926254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294985251,0,0,0,0,7.96460177,0,0,0,0,0.294985251,0,0,0,0,0.884955752,0,0,0,0,0,0,0,0,0,0.294985251,0,0.294985251,0,0,0,0,0,0.884955752,0,0,0,0,0,2.654867257,3.83480826,1.769911504,0,0,0,0.589970501,0,0,0,0,1.179941003,0,0,0,0,0,0,0.294985251,0,0,0,5.309734513,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3.198294243,2.771855011,0,2.985074627,0,0.852878465,0.426439232,3.624733475,0,0,0,0,0,31.5565032,2.558635394,11.30063966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066098081,0,3.837953092,1.70575693,0,0,0.213219616,0,0,0,0,0,0,0,0,0,0,0,1.492537313,0,2.771855011,0,0,0.213219616,0,0,0,0,0,1.279317697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439232,0.639658849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439232,0,0,0,0,0,0,0,0.852878465,0,1.70575693,0,0,0,0,0,0,0,0,0,1.918976546,0,0,0,0.426439232,0,0,0.213219616,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439232,0,0.213219616,0.213219616,0,0,0,0,0,0,0,2.345415778,0,0,0,0,0,2.985074627,3.411513859,3.411513859,0,0,0,1.492537313,0,0.426439232,0,0,0.213219616,0.213219616,0,0.213219616,0,0,0.426439232,0,0,0,0,2.771855011,0,0,0,0
0,0,0,0,0,0,0,0,0,3.20855615,0,2.673796791,2.406417112,0,0.802139037,0,0.802139037,0.802139037,5.882352941,0,0,0,0,0,28.87700535,1.069518717,6.14973262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802139037,0,3.475935829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.278074866,0,0.802139037,0,0,0,0,0,0,0,0,0.267379679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534759358,0,0,0,0,0,0,0,0,0,1.336898396,0,0,0,0,0,0,0,0.267379679,0,4.278074866,0,0,0,0,0,0,0,0,0,1.336898396,0,0,0,0,0,0,0,0,0,0,0,2.941176471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406417112,0,0,0.267379679,0,0,0,0,2.406417112,0,0,0,0,0,4.278074866,6.417112299,6.14973262,0,0,0,1.336898396,0,0.267379679,0,0,0,0,0,0,0,0,0,0,0,0,0,1.871657754,0,0,0,0
0.257731959,0,0,0,0,0,0,0,0,5.927835052,0,0.773195876,1.288659794,0,0.773195876,0,0,0,7.474226804,0,0,0,0,0,10.05154639,0,35.05154639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257731959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34020619,0,1.546391753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515463918,0,0,0,0,0,0,0,0,2.06185567,0,0,0,0,0,0,0,0,0,0,1.030927835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257731959,0,0.257731959,0.257731959,0,0,0,0,4.381443299,0.257731959,0,0,0,0,0.515463918,0,0.257731959,0,0.257731959,0,0,0,0,0,0,0,0,0,2.577319588,0,0,0.515463918,0,0,0,0,0.773195876,0,0,0,0,0.515463918,0.773195876,1.288659794,2.06185567,0,0,0,0,0,0,0,0,0.773195876,0,0,0.257731959,0,0,0,0,0,0,0,4.12371134,0,0,0,0
0,0,0.383141762,0,0,0,0,0,0,0.383141762,0,0,0,1.149425287,1.149425287,2.298850575,2.298850575,0.383141762,14.17624521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.214559387,0,0,0,0,0.383141762,0,0,0,0,0,0,0,5.747126437,0,0,0.383141762,0,0,0,0,0,0,0,0,0,0.383141762,0,0.766283525,0.766283525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383141762,0,0.383141762,0,0.383141762,0,0,0,0,0,0,0,0,0.383141762,0,0,4.980842912,0,0,0,0.383141762,0,0,3.448275862,0,1.149425287,0,0.383141762,0,0.766283525,0,0,0,0,1.149425287,0,0,0,0,13.79310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383141762,0,0.383141762,0,0,1.53256705,0,0,0,0,0,0,0.383141762,0,0,0,0,0,0,0,0,0,0,0,2.681992337,4.597701149,0,0,0,0,3.448275862,3.831417625,0,0,0,1.53256705,0,0.766283525,5.363984674,0,4.980842912,0,1.915708812,0,0.766283525,0,0,0,0,0,0
0,0,0.253164557,0,0,0,0,0,0,2.784810127,0,1.012658228,1.772151899,0.759493671,4.050632911,3.544303797,0.759493671,0,6.835443038,0.759493671,0,0.253164557,0,0.253164557,2.784810127,0,1.012658228,0,0.253164557,0,0,0,0,0,0.506329114,0,0,0,0,0,0,0,0,0,0,0.253164557,0,0.759493671,0,0,0,0.506329114,0.253164557,0,0,0,0,0,0,0,1.518987342,0,0,9.113924051,0,1.772151899,0,0,0,0,0,0,0,0,0.759493671,0,0,0,0,0,0,0.253164557,0,0.759493671,0,0,0,0,0,0.253164557,0,0,0,0,0,0,0,1.518987342,0,0,0,0.253164557,0,2.278481013,1.012658228,1.518987342,1.012658228,0,1.012658228,0,1.518987342,0.253164557,0,0,0,0,0,0,0,0,4.810126582,0,0,0,0,0,0,0,0,0.253164557,0,0.759493671,0,0,0,0,0,0,0.506329114,0,0,0,0,1.772151899,0,0,0,0,0,0,0,0,0.253164557,0.253164557,0,1.265822785,0,0.506329114,4.556962025,0,0,0,0,0,0,0.506329114,0.253164557,0,0,0,0,0,0,0,0,0.253164557,0,4.556962025,5.316455696,1.012658228,0,0,0,2.784810127,0,0,0,0,5.063291139,0,0,3.037974684,0,2.025316456,0,1.265822785,0,1.772151899,0,0,0,0.253164557,0,0
